# Weekly cases of whooping cough; from 1946 to 1991; (Greater) London.,,,
# This data file is available online from the International Infectious Disease Data Archive (IIDDA) at http://iidda.mcmaster.ca,,,
# Please acknowledge IIDDA in any publication or presentation in which data downloaded from IIDDA are used.,,,
# The first publication that made use of this data file was: C. T. Bauch and D. J. D. Earn (2003) 'Transients and Attractors in Epidemics' Proceedings of the Royal Society of London Series B 270:1573-1578,,,
# See the IIDDA website for a list of all papers that have used this data file.,,,
year,month,day,cases
1952,8,9,97
1952,8,16,100
1952,8,23,75
1952,8,30,83
1952,9,6,132
1952,9,13,90
1952,9,20,77
1952,9,27,81
1952,10,4,118
1952,10,11,57
1952,10,18,63
1952,10,25,77
1952,11,1,77
1952,11,8,80
1952,11,15,113
1952,11,22,108
1952,11,29,148
1952,12,6,104
1952,12,13,75
1952,12,20,90
1952,12,27,73
1953,1,3,109
1953,1,10,121
1953,1,17,99
1953,1,24,143
1953,1,31,153
1953,2,7,131
1953,2,14,96
1953,2,21,121
1953,2,28,149
1953,3,7,187
1953,3,14,178
1953,3,21,202
1953,3,28,260
1953,4,4,148
1953,4,11,178
1953,4,18,181
1953,4,25,237
1953,5,2,239
1953,5,9,247
1953,5,16,244
1953,5,23,213
1953,5,30,228
1953,6,6,178
1953,6,13,306
1953,6,20,344
1953,6,27,349
1953,7,4,355
1953,7,11,374
1953,7,18,384
1953,7,25,389
1953,8,1,347
1953,8,8,349
1953,8,15,428
1953,8,22,394
1953,8,29,402
1953,9,5,354
1953,9,12,280
1953,9,19,281
1953,9,26,190
1953,10,3,142
1953,10,10,167
1953,10,17,127
1953,10,24,130
1953,10,31,98
1953,11,7,135
1953,11,14,126
1953,11,21,106
1953,11,28,114
1953,12,5,131
1953,12,12,124
1953,12,19,101
1953,12,26,56
1954,1,2,84
1954,1,9,83
1954,1,16,97
1954,1,23,85
1954,1,30,83
1954,2,6,45
1954,2,13,76
1954,2,20,71
1954,2,27,72
1954,3,6,94
1954,3,13,75
1954,3,20,104
1954,3,27,93
1954,4,3,105
1954,4,10,102
1954,4,17,69
1954,4,24,63
1954,5,1,88
1954,5,8,98
1954,5,15,85
1954,5,22,104
1954,5,29,81
1954,6,5,76
1954,6,12,53
1954,6,19,86
1954,6,26,102
1954,7,3,84
1954,7,10,98
1954,7,17,109
1954,7,24,112
1954,7,31,90
1954,8,7,76
1954,8,14,92
1954,8,21,100
1954,8,28,92
1954,9,4,109
1954,9,11,109
1954,9,18,67
1954,9,25,84
1954,10,2,66
1954,10,9,64
1954,10,16,80
1954,10,23,86
1954,10,30,90
1954,11,6,98
1954,11,13,103
1954,11,20,119
1954,11,27,155
1954,12,4,127
1954,12,11,123
1954,12,18,106
1954,12,25,89
1955,1,1,108
1955,1,8,120
1955,1,15,156
1955,1,22,143
1955,1,29,169
1955,2,5,162
1955,2,12,137
1955,2,19,151
1955,2,26,125
1955,3,5,145
1955,3,12,139
1955,3,19,166
1955,3,26,128
1955,4,2,156
1955,4,9,75
1955,4,16,88
1955,4,23,114
1955,4,30,115
1955,5,7,103
1955,5,14,75
1955,5,21,91
1955,5,28,71
1955,6,4,60
1955,6,11,82
1955,6,18,51
1955,6,25,95
1955,7,2,91
1955,7,9,81
1955,7,16,50
1955,7,23,91
1955,7,30,74
1955,8,6,83
1955,8,13,82
1955,8,20,75
1955,8,27,81
1955,9,3,63
1955,9,10,84
1955,9,17,46
1955,9,24,58
1955,10,1,55
1955,10,8,43
1955,10,15,52
1955,10,22,38
1955,10,29,72
1955,11,5,44
1955,11,12,62
1955,11,19,59
1955,11,26,70
1955,12,3,80
1955,12,10,93
1955,12,17,71
1955,12,24,38
1955,12,31,60
1956,1,7,73
1956,1,14,67
1956,1,21,54
1956,1,28,90
1956,2,4,77
1956,2,11,69
1956,2,18,64
1956,2,25,47
1956,3,3,66
1956,3,10,69
1956,3,17,70
1956,3,24,87
1956,3,31,60
1956,4,7,86
1956,4,14,74
1956,4,21,75
1956,4,28,109
1956,5,5,81
1956,5,12,76
1956,5,19,77
1956,5,26,68
1956,6,2,94
1956,6,9,97
1956,6,16,103
1956,6,23,104
1956,6,30,142
1956,7,7,175
1956,7,14,132
1956,7,21,132
1956,7,28,208
1956,8,4,191
1956,8,11,165
1956,8,18,180
1956,8,25,197
1956,9,1,190
1956,9,8,179
1956,9,15,176
1956,9,22,141
1956,9,29,100
1956,10,6,101
1956,10,13,90
1956,10,20,89
1956,10,27,98
1956,11,3,83
1956,11,10,81
1956,11,17,101
1956,11,24,115
1956,12,1,82
1956,12,8,119
1956,12,15,101
1956,12,22,87
1956,12,29,53
1957,1,5,126
1957,1,12,122
1957,1,19,121
1957,1,26,154
1957,2,2,173
1957,2,9,164
1957,2,16,157
1957,2,23,158
1957,3,2,132
1957,3,9,189
1957,3,16,149
1957,3,23,141
1957,3,30,148
1957,4,6,137
1957,4,13,130
1957,4,20,93
1957,4,27,84
1957,5,4,77
1957,5,11,88
1957,5,18,101
1957,5,25,95
1957,6,1,69
1957,6,8,65
1957,6,15,39
1957,6,22,46
1957,6,29,49
1957,7,6,60
1957,7,13,69
1957,7,20,50
1957,7,27,68
1957,8,3,49
1957,8,10,43
1957,8,17,55
1957,8,24,48
1957,8,31,54
1957,9,7,75
1957,9,14,50
1957,9,21,46
1957,9,28,48
1957,10,5,29
1957,10,12,17
1957,10,19,20
1957,10,26,22
1957,11,2,9
1957,11,9,17
1957,11,16,26
1957,11,23,28
1957,11,30,27
1957,12,7,24
1957,12,14,23
1957,12,21,33
1957,12,28,5
1958,1,4,47
1958,1,11,17
1958,1,18,20
1958,1,25,36
1958,2,1,41
1958,2,8,38
1958,2,15,30
1958,2,22,31
1958,3,1,26
1958,3,8,38
1958,3,15,25
1958,3,22,25
1958,3,29,27
1958,4,5,30
1958,4,12,33
1958,4,19,21
1958,4,26,28
1958,5,3,27
1958,5,10,21
1958,5,17,40
1958,5,24,31
1958,5,31,14
1958,6,7,43
1958,6,14,37
1958,6,21,21
1958,6,28,42
1958,7,5,33
1958,7,12,39
1958,7,19,34
1958,7,26,37
1958,8,2,26
1958,8,9,33
1958,8,16,37
1958,8,23,36
1958,8,30,53
1958,9,6,45
1958,9,13,38
1958,9,20,36
1958,9,27,41
1958,10,4,20
1958,10,11,26
1958,10,18,15
1958,10,25,36
1958,11,1,21
1958,11,8,31
1958,11,15,40
1958,11,22,32
1958,11,29,29
1958,12,6,14
1958,12,13,29
1958,12,20,27
1958,12,27,21
1959,1,3,11
1959,1,10,18
1959,1,17,18
1959,1,24,24
1959,1,31,27
1959,2,7,26
1959,2,14,26
1959,2,21,25
1959,2,28,23
1959,3,7,28
1959,3,14,21
1959,3,21,17
1959,3,28,21
1959,4,4,27
1959,4,11,23
1959,4,18,24
1959,4,25,12
1959,5,2,34
1959,5,9,31
1959,5,16,28
1959,5,23,17
1959,5,30,15
1959,6,6,24
1959,6,13,31
1959,6,20,35
1959,6,27,25
1959,7,4,32
1959,7,11,26
1959,7,18,29
1959,7,25,47
1959,8,1,21
1959,8,8,32
1959,8,15,23
1959,8,22,29
1959,8,29,44
1959,9,5,42
1959,9,12,50
1959,9,19,32
1959,9,26,41
1959,10,3,37
1959,10,10,22
1959,10,17,35
1959,10,24,36
1959,10,31,30
1959,11,7,26
1959,11,14,49
1959,11,21,62
1959,11,28,50
1959,12,5,53
1959,12,12,36
1959,12,19,40
1959,12,26,42
1960,1,2,44
1960,1,9,74
1960,1,16,61
1960,1,23,89
1960,1,30,114
1960,2,6,74
1960,2,13,85
1960,2,20,58
1960,2,27,82
1960,3,5,72
1960,3,12,49
1960,3,19,72
1960,3,26,63
1960,4,2,86
1960,4,9,84
1960,4,16,59
1960,4,23,55
1960,4,30,67
1960,5,7,87
1960,5,14,121
1960,5,21,108
1960,5,28,124
1960,6,4,112
1960,6,11,86
1960,6,18,112
1960,6,25,123
1960,7,2,132
1960,7,9,114
1960,7,16,113
1960,7,23,124
1960,7,30,149
1960,8,6,141
1960,8,13,120
1960,8,20,87
1960,8,27,149
1960,9,3,131
1960,9,10,120
1960,9,17,146
1960,9,24,102
1960,10,1,117
1960,10,8,90
1960,10,15,90
1960,10,22,81
1960,10,29,84
1960,11,5,73
1960,11,12,69
1960,11,19,73
1960,11,26,69
1960,12,3,73
1960,12,10,81
1960,12,17,82
1960,12,24,40
1960,12,31,40
1961,1,7,54
1961,1,14,48
1961,1,21,42
1961,1,28,53
1961,2,4,45
1961,2,11,25
1961,2,18,38
1961,2,25,46
1961,3,4,34
1961,3,11,25
1961,3,18,41
1961,3,25,31
1961,4,1,15
1961,4,8,22
1961,4,15,23
1961,4,22,17
1961,4,29,24
1961,5,6,20
1961,5,13,25
1961,5,20,15
1961,5,27,14
1961,6,3,15
1961,6,10,23
1961,6,17,17
1961,6,24,9
1961,7,1,23
1961,7,8,16
1961,7,15,11
1961,7,22,17
1961,7,29,11
1961,8,5,21
1961,8,12,18
1961,8,19,12
1961,8,26,9
1961,9,2,16
1961,9,9,23
1961,9,16,27
1961,9,23,21
1961,9,30,20
1961,10,7,10
1961,10,14,16
1961,10,21,26
1961,10,28,8
1961,11,4,17
1961,11,11,21
1961,11,18,21
1961,11,25,12
1961,12,2,29
1961,12,9,7
1961,12,16,13
1961,12,23,8
1961,12,30,8
1962,1,6,9
1962,1,13,5
1962,1,20,4
1962,1,27,17
1962,2,3,14
1962,2,10,9
1962,2,17,16
1962,2,24,6
1962,3,3,13
1962,3,10,9
1962,3,17,11
1962,3,24,10
1962,3,31,15
1962,4,7,14
1962,4,14,12
1962,4,21,16
1962,4,28,10
1962,5,5,13
1962,5,12,11
1962,5,19,11
1962,5,26,17
1962,6,2,28
1962,6,9,14
1962,6,16,4
1962,6,23,15
1962,6,30,4
1962,7,7,9
1962,7,14,9
1962,7,21,8
1962,7,28,19
1962,8,4,7
1962,8,11,11
1962,8,18,10
1962,8,25,10
1962,9,1,12
1962,9,8,16
1962,9,15,16
1962,9,22,13
1962,9,29,19
1962,10,6,8
1962,10,13,18
1962,10,20,9
1962,10,27,10
1962,11,3,10
1962,11,10,14
1962,11,17,15
1962,11,24,12
1962,12,1,10
1962,12,8,18
1962,12,15,10
1962,12,22,11
1962,12,29,6
1963,1,5,13
1963,1,12,13
1963,1,19,9
1963,1,26,8
1963,2,2,14
1963,2,9,15
1963,2,16,13
1963,2,23,10
1963,3,2,4
1963,3,9,9
1963,3,16,6
1963,3,23,14
1963,3,30,12
1963,4,6,15
1963,4,13,15
1963,4,20,18
1963,4,27,16
1963,5,4,10
1963,5,11,13
1963,5,18,6
1963,5,25,12
1963,6,1,23
1963,6,8,21
1963,6,15,20
1963,6,22,14
1963,6,29,35
1963,7,6,30
1963,7,13,32
1963,7,20,30
1963,7,27,42
1963,8,3,70
1963,8,10,44
1963,8,17,71
1963,8,24,83
1963,8,31,73
1963,9,7,88
1963,9,14,97
1963,9,21,120
1963,9,28,100
1963,10,5,104
1963,10,12,88
1963,10,19,83
1963,10,26,94
1963,11,2,131
1963,11,9,126
1963,11,16,126
1963,11,23,139
1963,11,30,166
1963,12,7,98
1963,12,14,78
1963,12,21,79
1963,12,28,37
1964,1,4,50
1964,1,11,32
1964,1,18,38
1964,1,25,39
1964,2,1,40
1964,2,8,70
1964,2,15,30
1964,2,22,21
1964,2,29,33
1964,3,7,44
1964,3,14,43
1964,3,21,34
1964,3,28,26
1964,4,4,34
1964,4,11,25
1964,4,18,26
1964,4,25,21
1964,5,2,33
1964,5,9,24
1964,5,16,26
1964,5,23,15
1964,5,30,20
1964,6,6,18
1964,6,13,21
1964,6,20,19
1964,6,27,21
1964,7,4,19
1964,7,11,39
1964,7,18,13
1964,7,25,28
1964,8,1,20
1964,8,8,29
1964,8,15,28
1964,8,22,30
1964,8,29,18
1964,9,5,32
1964,9,12,30
1964,9,19,24
1964,9,26,26
1964,10,3,49
1964,10,10,29
1964,10,17,20
1964,10,24,14
1964,10,31,9
1964,11,7,20
1964,11,14,17
1964,11,21,12
1964,11,28,34
1964,12,5,20
1964,12,12,16
1964,12,19,16
1964,12,26,14
1965,1,2,23
1965,1,9,17
1965,1,16,12
1965,1,23,25
1965,1,30,12
1965,2,6,17
1965,2,13,16
1965,2,20,15
1965,2,27,21
1965,3,6,13
1965,3,13,12
1965,3,20,13
1965,3,27,17
1965,4,3,27
1965,4,10,28
1965,4,17,17
1965,4,24,20
1965,5,1,25
1965,5,8,20
1965,5,15,26
1965,5,22,39
1965,5,29,31
1965,6,5,41
1965,6,12,18
1965,6,19,23
1965,6,26,21
1965,7,3,30
1965,7,10,27
1965,7,17,23
1965,7,24,35
1965,7,31,28
1965,8,7,17
1965,8,14,27
1965,8,21,22
1965,8,28,36
1965,9,4,50
1965,9,11,51
1965,9,18,47
1965,9,25,45
1965,10,2,48
1965,10,9,31
1965,10,16,36
1965,10,23,33
1965,10,30,26
1965,11,6,32
1965,11,13,41
1965,11,20,36
1965,11,27,24
1965,12,4,51
1965,12,11,30
1965,12,18,33
1965,12,25,46
1966,1,1,30
1966,1,8,52
1966,1,15,26
1966,1,22,46
1966,1,29,25
1966,2,5,50
1966,2,12,46
1966,2,19,41
1966,2,26,38
1966,3,5,41
1966,3,12,42
1966,3,19,39
1966,3,26,32
1966,4,2,31
1966,4,9,38
1966,4,16,29
1966,4,23,37
1966,4,30,25
1966,5,7,61
1966,5,14,54
1966,5,21,50
1966,5,28,39
1966,6,4,28
1966,6,11,37
1966,6,18,36
1966,6,25,55
1966,7,2,68
1966,7,9,55
1966,7,16,69
1966,7,23,54
1966,7,30,53
1966,8,6,55
1966,8,13,65
1966,8,20,57
1966,8,27,75
1966,9,3,81
1966,9,10,70
1966,9,17,64
1966,9,24,101
1966,10,1,90
1966,10,8,88
1966,10,15,57
1966,10,22,74
1966,10,29,53
1966,11,5,64
1966,11,12,53
1966,11,19,67
1966,11,26,91
1966,12,3,104
1966,12,10,115
1966,12,17,81
1966,12,24,68
1966,12,31,52
1967,1,7,73
1967,1,14,47
1967,1,21,65
1967,1,28,46
1967,2,4,83
1967,2,11,78
1967,2,18,57
1967,2,25,67
1967,3,4,101
1967,3,11,70
1967,3,18,79
1967,3,25,60
1967,4,1,63
1967,4,8,66
1967,4,15,77
1967,4,22,76
1967,4,29,93
1967,5,6,116
1967,5,13,74
1967,5,20,59
1967,5,27,68
1967,6,3,63
1967,6,10,64
1967,6,17,69
1967,6,24,99
1967,7,1,93
1967,7,8,151
1967,7,15,136
1967,7,22,123
1967,7,29,128
1967,8,5,123
1967,8,12,110
1967,8,19,125
1967,8,26,128
1967,9,2,132
1967,9,9,166
1967,9,16,117
1967,9,23,137
1967,9,30,135
1967,10,7,84
1967,10,14,80
1967,10,21,86
1967,10,28,67
1967,11,4,89
1967,11,11,84
1967,11,18,115
1967,11,25,95
1967,12,2,118
1967,12,9,106
1967,12,16,96
1967,12,23,70
1967,12,30,75
1968,1,6,80
1968,1,13,36
1968,1,20,40
1968,1,27,66
1968,2,3,97
1968,2,10,78
1968,2,17,56
1968,2,24,68
1968,3,2,56
1968,3,9,60
1968,3,16,42
1968,3,23,62
1968,3,30,59
1968,4,6,59
1968,4,13,30
1968,4,20,47
1968,4,27,43
1968,5,4,38
1968,5,11,40
1968,5,18,38
1968,5,25,38
1968,6,1,48
1968,6,8,47
1968,6,15,42
1968,6,22,57
1968,6,29,40
1968,7,6,42
1968,7,13,41
1968,7,20,45
1968,7,27,57
1968,8,3,53
1968,8,10,57
1968,8,17,53
1968,8,24,62
1968,8,31,52
1968,9,7,43
1968,9,14,54
1968,9,21,58
1968,9,28,46
1968,10,5,60
1968,10,12,69
1968,10,19,50
1968,10,26,71
1968,11,2,81
1968,11,9,48
1968,11,16,63
1968,11,23,67
1968,11,30,74
1968,12,7,51
1968,12,14,67
1968,12,21,47
1968,12,28,18
1969,1,4,
1969,1,10,18
1969,1,17,24
1969,1,24,24
1969,1,31,29
1969,2,7,22
1969,2,14,27
1969,2,21,19
1969,2,28,22
1969,3,7,23
1969,3,14,17
1969,3,21,14
1969,3,28,17
1969,4,4,8
1969,4,11,8
1969,4,18,8
1969,4,25,15
1969,5,2,9
1969,5,9,12
1969,5,16,16
1969,5,23,8
1969,5,30,7
1969,6,6,15
1969,6,13,18
1969,6,20,6
1969,6,27,12
1969,7,4,7
1969,7,11,9
1969,7,18,12
1969,7,25,16
1969,8,1,5
1969,8,8,7
1969,8,15,11
1969,8,22,8
1969,8,29,
1969,9,5,1
1969,9,12,26
1969,9,19,22
1969,9,26,9
1969,10,3,5
1969,10,10,5
1969,10,17,13
1969,10,24,11
1969,10,31,
1969,11,7,11
1969,11,14,21
1969,11,21,32
1969,11,28,29
1969,12,5,23
1969,12,12,18
1969,12,19,
1969,12,26,5
1970,1,2,9
1970,1,9,10
1970,1,16,7
1970,1,23,7
1970,1,30,13
1970,2,6,18
1970,2,13,3
1970,2,20,16
1970,2,27,11
1970,3,6,17
1970,3,13,8
1970,3,20,24
1970,3,27,13
1970,4,3,13
1970,4,10,10
1970,4,17,8
1970,4,24,17
1970,5,1,18
1970,5,8,19
1970,5,15,16
1970,5,22,31
1970,5,29,21
1970,6,5,29
1970,6,12,34
1970,6,19,25
1970,6,26,22
1970,7,3,32
1970,7,10,27
1970,7,17,33
1970,7,24,40
1970,7,31,39
1970,8,7,29
1970,8,14,39
1970,8,21,41
1970,8,28,45
1970,9,4,83
1970,9,11,90
1970,9,18,112
1970,9,25,89
1970,10,2,94
1970,10,9,86
1970,10,16,79
1970,10,23,84
1970,10,30,106
1970,11,6,114
1970,11,13,129
1970,11,20,121
1970,11,27,146
1970,12,4,170
1970,12,11,173
1970,12,18,137
1970,12,25,144
1971,1,1,122
1971,1,8,87
1971,1,15,73
1971,1,22,56
1971,1,29,24
1971,2,5,46
1971,2,12,50
1971,2,19,67
1971,2,26,53
1971,3,5,88
1971,3,12,144
1971,3,19,135
1971,3,26,101
1971,4,2,77
1971,4,9,61
1971,4,16,40
1971,4,23,61
1971,4,30,63
1971,5,7,34
1971,5,14,42
1971,5,21,49
1971,5,28,47
1971,6,4,30
1971,6,11,41
1971,6,18,27
1971,6,25,23
1971,7,2,13
1971,7,9,20
1971,7,16,25
1971,7,23,51
1971,7,30,34
1971,8,6,18
1971,8,13,12
1971,8,20,21
1971,8,27,20
1971,9,3,18
1971,9,10,32
1971,9,17,33
1971,9,24,16
1971,10,1,17
1971,10,8,21
1971,10,15,8
1971,10,22,18
1971,10,29,17
1971,11,5,9
1971,11,12,15
1971,11,19,29
1971,11,26,17
1971,12,3,17
1971,12,10,22
1971,12,17,17
1971,12,24,10
1971,12,31,3
1972,1,7,13
1972,1,14,11
1972,1,21,14
1972,1,28,10
1972,2,4,15
1972,2,11,11
1972,2,18,13
1972,2,25,16
1972,3,3,17
1972,3,10,7
1972,3,17,13
1972,3,24,3
1972,3,31,4
1972,4,7,10
1972,4,14,3
1972,4,21,9
1972,4,28,2
1972,5,5,4
1972,5,12,4
1972,5,19,3
1972,5,26,4
1972,6,2,4
1972,6,9,8
1972,6,16,6
1972,6,23,6
1972,6,30,7
1972,7,7,6
1972,7,14,7
1972,7,21,5
1972,7,28,7
1972,8,4,7
1972,8,11,2
1972,8,18,8
1972,8,25,8
1972,9,1,3
1972,9,8,12
1972,9,15,7
1972,9,22,7
1972,9,29,8
1972,10,6,5
1972,10,13,6
1972,10,20,13
1972,10,27,9
1972,11,3,7
1972,11,10,7
1972,11,17,18
1972,11,24,8
1972,12,1,10
1972,12,8,10
1972,12,15,1
1972,12,22,2
1972,12,29,10
1973,1,5,13
1973,1,12,6
1973,1,19,2
1973,1,26,6
1973,2,2,7
1973,2,9,20
1973,2,16,5
1973,2,23,14
1973,3,2,6
1973,3,9,6
1973,3,16,9
1973,3,23,17
1973,3,30,3
1973,4,6,12
1973,4,13,7
1973,4,20,6
1973,4,27,5
1973,5,4,5
1973,5,11,2
1973,5,18,2
1973,5,25,6
1973,6,1,2
1973,6,8,6
1973,6,15,5
1973,6,22,5
1973,6,29,5
1973,7,6,12
1973,7,13,6
1973,7,20,8
1973,7,27,1
1973,8,3,18
1973,8,10,10
1973,8,17,6
1973,8,24,13
1973,8,31,8
1973,9,7,4
1973,9,14,5
1973,9,21,8
1973,9,28,13
1973,10,5,8
1973,10,12,4
1973,10,19,6
1973,10,26,15
1973,11,2,7
1973,11,9,10
1973,11,16,12
1973,11,23,18
1973,11,30,17
1973,12,7,14
1973,12,14,20
1973,12,21,28
1973,12,28,13
1974,1,4,22
1974,1,11,15
1974,1,18,16
1974,1,25,9
1974,2,1,12
1974,2,8,19
1974,2,15,25
1974,2,22,17
1974,3,1,27
1974,3,8,13
1974,3,15,11
1974,3,22,16
1974,3,29,14
1974,4,5,15
1974,4,12,14
1974,4,19,11
1974,4,26,19
1974,5,3,23
1974,5,10,21
1974,5,17,32
1974,5,24,41
1974,5,31,24
1974,6,7,42
1974,6,14,43
1974,6,21,44
1974,6,28,60
1974,7,5,59
1974,7,12,54
1974,7,19,60
1974,7,26,43
1974,8,2,32
1974,8,9,42
1974,8,16,75
1974,8,23,59
1974,8,30,58
1974,9,6,70
1974,9,13,62
1974,9,20,62
1974,9,27,53
1974,10,4,68
1974,10,11,55
