# Cases of chicken pox for Manitoba Canada; 1933-58,,,
# This data file is available online from the International Infectious Disease Data Archive (IIDDA) at http://iidda.mcmaster.ca,,,
# Please acknowledge IIDDA in any publication or presentation in which data downloaded from IIDDA are used.,,,
# Data extracted from Statistics Canada -  Health Statistics Division archives,,,
# Access to government databases provided by: Richard Trudeau (Health Statistics Division Chief); and Glen Gagnon (Reference Librarian) both at Statistics Canada.,,,
# The first publication that made use of this data file was: C. T. Bauch and D. J. D. Earn (2003) 'Transients and Attractors in Epidemics' Proceedings of the Royal Society of London Series B 270:1573-1578,,,
# See the IIDDA website for a list of all papers that have used this data file.,,,
year,month,day,cases
1940,4,6,47
1940,4,13,19
1940,4,20,34
1940,4,27,30
1940,5,4,33
1940,5,11,27
1940,5,18,32
1940,5,25,44
1940,6,1,51
1940,6,8,37
1940,6,15,63
1940,6,22,30
1940,6,29,70
1940,7,6,31
1940,7,13,32
1940,7,20,27
1940,7,27,29
1940,8,3,19
1940,8,10,21
1940,8,17,22
1940,8,24,26
1940,8,31,7
1940,9,7,15
1940,9,14,8
1940,9,21,12
1940,9,28,14
1940,10,5,24
1940,10,12,30
1940,10,19,42
1940,10,26,102
1940,11,2,89
1940,11,9,37
1940,11,16,62
1940,11,23,86
1940,11,30,57
1940,12,7,63
1940,12,14,48
1940,12,21,54
1940,12,28,33
1941,1,4,34
1941,1,11,56
1941,1,18,55
1941,1,25,33
1941,2,1,28
1941,2,8,33
1941,2,15,32
1941,2,22,31
1941,3,1,20
1941,3,8,19
1941,3,15,26
1941,3,22,53
1941,3,29,36
1941,4,5,33
1941,4,12,27
1941,4,19,31
1941,4,26,36
1941,5,3,25
1941,5,10,43
1941,5,17,52
1941,5,24,65
1941,5,31,90
1941,6,7,81
1941,6,14,142
1941,6,21,88
1941,6,28,52
1941,7,5,64
1941,7,12,15
1941,7,19,7
1941,7,26,9
1941,8,2,9
1941,8,9,8
1941,8,16,13
1941,8,23,1
1941,8,30,
1941,9,6,12
1941,9,13,4
1941,9,20,11
1941,9,27,38
1941,10,4,19
1941,10,11,58
1941,10,18,33
1941,10,25,36
1941,11,1,64
1941,11,8,24
1941,11,15,68
1941,11,22,71
1941,11,29,87
1941,12,6,62
1941,12,13,118
1941,12,20,99
1941,12,27,77
1942,1,3,74
1942,1,10,103
1942,1,17,102
1942,1,24,133
1942,1,31,53
1942,2,7,81
1942,2,14,95
1942,2,21,68
1942,2,28,58
1942,3,7,70
1942,3,14,57
1942,3,21,44
1942,3,28,28
1942,4,4,28
1942,4,11,34
1942,4,18,29
1942,4,25,32
1942,5,2,40
1942,5,9,22
1942,5,16,36
1942,5,23,14
1942,5,30,44
1942,6,6,38
1942,6,13,50
1942,6,20,32
1942,6,27,23
1942,7,4,53
1942,7,11,19
1942,7,18,26
1942,7,25,4
1942,8,1,13
1942,8,8,8
1942,8,15,1
1942,8,22,8
1942,8,29,3
1942,9,5,12
1942,9,12,8
1942,9,19,10
1942,9,26,8
1942,10,3,23
1942,10,10,62
1942,10,17,43
1942,10,24,88
1942,10,31,77
1942,11,7,56
1942,11,14,65
1942,11,21,63
1942,11,28,83
1942,12,5,126
1942,12,12,115
1942,12,19,110
1942,12,26,79
1943,1,2,
1943,1,9,70
1943,1,16,92
1943,1,23,39
1943,1,30,72
1943,2,6,38
1943,2,13,43
1943,2,20,51
1943,2,27,33
1943,3,6,21
1943,3,13,29
1943,3,20,33
1943,3,27,32
1943,4,3,37
1943,4,10,23
1943,4,17,33
1943,4,24,39
1943,5,1,14
1943,5,8,52
1943,5,15,33
1943,5,22,44
1943,5,29,36
1943,6,5,48
1943,6,12,41
1943,6,19,41
1943,6,26,26
1943,7,3,21
1943,7,10,18
1943,7,17,25
1943,7,24,15
1943,7,31,13
1943,8,7,14
1943,8,14,3
1943,8,21,5
1943,8,28,2
1943,9,4,3
1943,9,11,5
1943,9,18,4
1943,9,25,14
1943,10,2,7
1943,10,9,16
1943,10,16,27
1943,10,23,39
1943,10,30,60
1943,11,6,74
1943,11,13,72
1943,11,20,80
1943,11,27,98
1943,12,4,80
1943,12,11,108
1943,12,18,146
1943,12,25,41
1944,1,1,85
1944,1,8,39
1944,1,15,121
1944,1,22,102
1944,1,29,76
1944,2,5,53
1944,2,12,64
1944,2,19,58
1944,2,26,73
1944,3,4,80
1944,3,11,71
1944,3,18,64
1944,3,25,89
1944,4,1,57
1944,4,8,41
1944,4,15,43
1944,4,22,50
1944,4,29,46
1944,5,6,23
1944,5,13,42
1944,5,20,23
1944,5,27,31
1944,6,3,36
1944,6,10,56
1944,6,17,63
1944,6,24,53
1944,7,1,28
1944,7,8,36
1944,7,15,30
1944,7,22,10
1944,7,29,17
1944,8,5,11
1944,8,12,12
1944,8,19,8
1944,8,26,8
1944,9,2,5
1944,9,9,8
1944,9,16,6
1944,9,23,9
1944,9,30,9
1944,10,7,12
1944,10,14,59
1944,10,21,35
1944,10,28,20
1944,11,4,49
1944,11,11,44
1944,11,18,50
1944,11,25,48
1944,12,2,96
1944,12,9,38
1944,12,16,71
1944,12,23,39
1944,12,30,96
1945,1,6,65
1945,1,13,77
1945,1,20,76
1945,1,27,53
1945,2,3,45
1945,2,10,26
1945,2,17,84
1945,2,24,47
1945,3,3,40
1945,3,10,59
1945,3,17,59
1945,3,24,56
1945,3,31,24
1945,4,7,25
1945,4,14,65
1945,4,21,52
1945,4,28,39
1945,5,5,61
1945,5,12,51
1945,5,19,58
1945,5,26,59
1945,6,2,49
1945,6,9,74
1945,6,16,57
1945,6,23,79
1945,6,30,93
1945,7,7,46
1945,7,14,24
1945,7,21,41
1945,7,28,25
1945,8,4,9
1945,8,11,5
1945,8,18,4
1945,8,25,3
1945,9,1,7
1945,9,8,4
1945,9,15,11
1945,9,22,11
1945,9,29,24
1945,10,6,22
1945,10,13,43
1945,10,20,47
1945,10,27,46
1945,11,3,64
1945,11,10,81
1945,11,17,69
1945,11,24,52
1945,12,1,76
1945,12,8,80
1945,12,15,42
1945,12,22,54
1945,12,29,83
1946,1,5,19
1946,1,12,55
1946,1,19,34
1946,1,26,60
1946,2,2,26
1946,2,9,33
1946,2,16,30
1946,2,23,47
1946,3,2,23
1946,3,9,17
1946,3,16,25
1946,3,23,22
1946,3,30,21
1946,4,6,7
1946,4,13,23
1946,4,20,14
1946,4,27,7
1946,5,4,14
1946,5,11,22
1946,5,18,30
1946,5,25,10
1946,6,1,35
1946,6,8,41
1946,6,15,41
1946,6,22,27
1946,6,29,46
1946,7,6,39
1946,7,13,34
1946,7,20,19
1946,7,27,21
1946,8,3,5
1946,8,10,10
1946,8,17,2
1946,8,24,8
1946,8,31,11
1946,9,7,14
1946,9,14,23
1946,9,21,14
1946,9,28,24
1946,10,5,33
1946,10,12,52
1946,10,19,35
1946,10,26,39
1946,11,2,38
1946,11,9,51
1946,11,16,29
1946,11,23,21
1946,11,30,61
1946,12,7,41
1946,12,14,48
1946,12,21,27
1946,12,28,26
1947,1,4,18
1947,1,11,46
1947,1,18,44
1947,1,25,22
1947,2,1,19
1947,2,8,19
1947,2,15,18
1947,2,22,21
1947,3,1,32
1947,3,8,20
1947,3,15,13
1947,3,22,18
1947,3,29,24
1947,4,5,24
1947,4,12,15
1947,4,19,17
1947,4,26,19
1947,5,3,10
1947,5,10,13
1947,5,17,30
1947,5,24,28
1947,5,31,35
1947,6,7,34
1947,6,14,43
1947,6,21,76
1947,6,28,51
1947,7,5,25
1947,7,12,22
1947,7,19,35
1947,7,26,19
1947,8,2,11
1947,8,9,9
1947,8,16,11
1947,8,23,20
1947,8,30,3
1947,9,6,4
1947,9,13,5
1947,9,20,14
1947,9,27,3
1947,10,4,14
1947,10,11,4
1947,10,18,22
1947,10,25,44
1947,11,1,49
1947,11,8,28
1947,11,15,37
1947,11,22,41
1947,11,29,57
1947,12,6,70
1947,12,13,83
1947,12,20,33
1947,12,27,43
1948,1,3,47
1948,1,10,44
1948,1,17,95
1948,1,24,41
1948,1,31,93
1948,2,7,51
1948,2,14,74
1948,2,21,57
1948,2,28,59
1948,3,6,59
1948,3,13,61
1948,3,20,48
1948,3,27,60
1948,4,3,45
1948,4,10,75
1948,4,17,53
1948,4,24,48
1948,5,1,49
1948,5,8,53
1948,5,15,77
1948,5,22,93
1948,5,29,80
1948,6,5,85
1948,6,12,84
1948,6,19,69
1948,6,26,88
1948,7,3,77
1948,7,10,73
1948,7,17,84
1948,7,24,34
1948,7,31,23
1948,8,7,22
1948,8,14,25
1948,8,21,15
1948,8,28,7
1948,9,4,13
1948,9,11,5
1948,9,18,14
1948,9,25,18
1948,10,2,35
1948,10,9,27
1948,10,16,34
1948,10,23,42
1948,10,30,62
1948,11,6,49
1948,11,13,91
1948,11,20,75
1948,11,27,114
1948,12,4,110
1948,12,11,107
1948,12,18,103
1948,12,25,44
1949,1,1,69
1949,1,8,57
1949,1,15,56
1949,1,22,58
1949,1,29,39
1949,2,5,35
1949,2,12,39
1949,2,19,34
1949,2,26,30
1949,3,5,54
1949,3,12,34
1949,3,19,37
1949,3,26,22
1949,4,2,32
1949,4,9,21
1949,4,16,15
1949,4,23,18
1949,4,30,19
1949,5,7,28
1949,5,14,31
1949,5,21,36
1949,5,28,25
1949,6,4,30
1949,6,11,33
1949,6,18,40
1949,6,25,25
1949,7,2,46
1949,7,9,13
1949,7,16,23
1949,7,23,13
1949,7,30,8
1949,8,6,2
1949,8,13,8
1949,8,20,3
1949,8,27,5
1949,9,3,5
1949,9,10,6
1949,9,17,1
1949,9,24,9
1949,10,1,5
1949,10,8,6
1949,10,15,13
1949,10,22,30
1949,10,29,29
1949,11,5,69
1949,11,12,42
1949,11,19,120
1949,11,26,89
1949,12,3,109
1949,12,10,61
1949,12,17,55
1949,12,24,35
1949,12,31,56
1950,1,7,58
1950,1,14,80
1950,1,21,39
1950,1,28,72
1950,2,4,46
1950,2,11,38
1950,2,18,43
1950,2,25,47
1950,3,4,37
1950,3,11,24
1950,3,18,44
1950,3,25,26
1950,4,1,24
1950,4,8,15
1950,4,15,57
1950,4,22,25
1950,4,29,59
1950,5,6,24
1950,5,13,11
1950,5,20,6
1950,5,27,31
1950,6,3,16
1950,6,10,20
1950,6,17,18
1950,6,24,36
1950,7,1,19
1950,7,8,33
1950,7,15,16
1950,7,22,30
1950,7,29,21
1950,8,5,28
1950,8,12,12
1950,8,19,23
1950,8,26,8
1950,9,2,9
1950,9,9,10
1950,9,16,13
1950,9,23,7
1950,9,30,26
1950,10,7,18
1950,10,14,20
1950,10,21,25
1950,10,28,26
1950,11,4,47
1950,11,11,51
1950,11,18,57
1950,11,25,85
1950,12,2,48
1950,12,9,51
1950,12,16,49
1950,12,23,67
1950,12,30,52
1951,1,6,40
1951,1,13,54
1951,1,20,80
1951,1,27,54
1951,2,3,41
1951,2,10,43
1951,2,17,41
1951,2,24,33
1951,3,3,34
1951,3,10,34
1951,3,17,34
1951,3,24,11
1951,3,31,22
1951,4,7,19
1951,4,14,50
1951,4,21,27
1951,4,28,39
1951,5,5,27
1951,5,12,45
1951,5,19,28
1951,5,26,52
1951,6,2,64
1951,6,9,46
1951,6,16,51
1951,6,23,56
1951,6,30,18
1951,7,7,18
1951,7,14,20
1951,7,21,29
1951,7,28,33
1951,8,4,32
1951,8,11,12
1951,8,18,9
1951,8,25,8
1951,9,1,10
1951,9,8,13
1951,9,15,17
1951,9,22,27
1951,9,29,14
1951,10,6,8
1951,10,13,16
1951,10,20,22
1951,10,27,36
1951,11,3,38
1951,11,10,31
1951,11,17,57
1951,11,24,55
1951,12,1,53
1951,12,8,76
1951,12,15,69
1951,12,22,44
1951,12,29,52
1952,1,5,28
1952,1,12,66
1952,1,19,40
1952,1,26,40
1952,2,2,33
1952,2,9,36
1952,2,16,19
1952,2,23,27
1952,3,1,41
1952,3,8,31
1952,3,15,33
1952,3,22,22
1952,3,29,24
1952,4,5,25
1952,4,12,17
1952,4,19,18
1952,4,26,26
1952,5,3,17
1952,5,10,19
1952,5,17,29
1952,5,24,13
1952,5,31,67
1952,6,7,37
1952,6,14,50
1952,6,21,34
1952,6,28,30
1952,7,5,42
1952,7,12,25
1952,7,19,19
1952,7,26,18
1952,8,2,13
1952,8,9,9
1952,8,16,10
1952,8,23,8
1952,8,30,8
1952,9,6,8
1952,9,13,16
1952,9,20,10
1952,9,27,19
1952,10,4,12
1952,10,11,26
1952,10,18,32
1952,10,25,24
1952,11,1,54
1952,11,8,38
1952,11,15,45
1952,11,22,50
1952,11,29,59
1952,12,6,46
1952,12,13,93
1952,12,20,52
1952,12,27,42
1953,1,3,69
1953,1,10,99
1953,1,17,78
1953,1,24,48
1953,1,31,55
1953,2,7,34
1953,2,14,30
1953,2,21,31
1953,2,28,24
1953,3,7,20
1953,3,14,44
1953,3,21,26
1953,3,28,14
1953,4,4,26
1953,4,11,11
1953,4,18,11
1953,4,25,19
1953,5,2,22
1953,5,9,27
1953,5,16,18
1953,5,23,25
1953,5,30,22
1953,6,6,18
1953,6,13,30
1953,6,20,21
1953,6,27,39
1953,7,4,33
1953,7,11,21
1953,7,18,22
1953,7,25,34
1953,8,1,29
1953,8,8,15
1953,8,15,26
1953,8,22,3
1953,8,29,16
1953,9,5,5
1953,9,12,
1953,9,19,19
1953,9,26,5
1953,10,3,21
1953,10,10,11
1953,10,17,9
1953,10,24,13
1953,10,31,16
1953,11,7,43
1953,11,14,42
1953,11,21,28
1953,11,28,46
1953,12,5,52
1953,12,12,43
1953,12,19,59
1953,12,26,35
1954,1,2,46
1954,1,9,38
1954,1,16,73
1954,1,23,81
1954,1,30,50
1954,2,6,56
1954,2,13,35
1954,2,20,46
1954,2,27,35
1954,3,6,54
1954,3,13,31
1954,3,20,62
1954,3,27,42
1954,4,3,34
1954,4,10,35
1954,4,17,29
1954,4,24,19
1954,5,1,41
1954,5,8,44
1954,5,15,32
1954,5,22,63
1954,5,29,38
1954,6,5,27
1954,6,12,67
1954,6,19,53
1954,6,26,29
1954,7,3,29
1954,7,10,20
1954,7,17,22
1954,7,24,20
1954,7,31,6
1954,8,7,6
1954,8,14,13
1954,8,21,7
1954,8,28,14
1954,9,4,8
1954,9,11,7
1954,9,18,5
1954,9,25,29
1954,10,2,31
1954,10,9,19
1954,10,16,37
1954,10,23,57
1954,10,30,32
1954,11,6,30
1954,11,13,36
1954,11,20,47
1954,11,27,74
1954,12,4,67
1954,12,11,51
1954,12,18,42
1954,12,25,53
1955,1,1,60
1955,1,8,20
1955,1,15,52
1955,1,22,51
1955,1,29,34
1955,2,5,55
1955,2,12,45
1955,2,19,69
1955,2,26,34
1955,3,5,41
1955,3,12,53
1955,3,19,37
1955,3,26,41
1955,4,2,23
1955,4,9,43
1955,4,16,15
1955,4,23,15
1955,4,30,15
1955,5,7,17
1955,5,14,15
1955,5,21,13
1955,5,28,23
1955,6,4,14
1955,6,11,23
1955,6,18,18
1955,6,25,33
1955,7,2,19
1955,7,9,16
1955,7,16,7
1955,7,23,8
1955,7,30,13
1955,8,6,7
1955,8,13,9
1955,8,20,1
1955,8,27,7
1955,9,3,3
1955,9,10,2
1955,9,17,5
1955,9,24,4
1955,10,1,7
1955,10,8,11
1955,10,15,16
1955,10,22,13
1955,10,29,27
1955,11,5,28
1955,11,12,22
1955,11,19,44
1955,11,26,24
1955,12,3,45
1955,12,10,26
1955,12,17,35
1955,12,24,25
1955,12,31,39
1956,1,7,3
1956,1,14,38
1956,1,21,28
1956,1,28,15
1956,2,4,30
1956,2,11,27
1956,2,18,49
1956,2,25,20
1956,3,3,25
1956,3,10,18
1956,3,17,29
1956,3,24,14
1956,3,31,14
1956,4,7,15
1956,4,14,17
1956,4,21,12
1956,4,28,13
1956,5,5,28
1956,5,12,19
1956,5,19,14
1956,5,26,29
1956,6,2,38
1956,6,9,70
1956,6,16,12
1956,6,23,33
1956,6,30,20
1956,7,7,10
1956,7,14,7
1956,7,21,4
1956,7,28,12
1956,8,4,20
1956,8,11,10
1956,8,18,7
1956,8,25,5
1956,9,1,13
1956,9,8,3
1956,9,15,5
1956,9,22,2
1956,9,29,6
1956,10,6,4
1956,10,13,14
1956,10,20,19
1956,10,27,53
1956,11,3,23
1956,11,10,26
1956,11,17,34
1956,11,24,49
1956,12,1,57
1956,12,8,49
1956,12,15,48
1956,12,22,45
1956,12,29,12
1957,1,5,1
1957,1,12,30
1957,1,19,29
1957,1,26,29
1957,2,2,26
1957,2,9,59
1957,2,16,28
1957,2,23,19
1957,3,2,22
1957,3,9,22
1957,3,16,32
1957,3,23,47
1957,3,30,22
1957,4,6,15
1957,4,13,13
1957,4,20,43
1957,4,27,22
1957,5,4,24
1957,5,11,24
1957,5,18,11
1957,5,25,9
1957,6,1,24
1957,6,8,29
1957,6,15,12
1957,6,22,15
1957,6,29,23
1957,7,6,31
1957,7,13,13
1957,7,20,15
1957,7,27,10
1957,8,3,9
1957,8,10,10
1957,8,17,1
1957,8,24,4
1957,8,31,8
1957,9,7,1
1957,9,14,6
1957,9,21,3
1957,9,28,2
1957,10,5,7
1957,10,12,3
1957,10,19,7
1957,10,26,7
1957,11,2,21
1957,11,9,8
1957,11,16,4
1957,11,23,16
1957,11,30,21
1957,12,7,15
1957,12,14,11
1957,12,21,19
1957,12,28,12
1958,1,4,47
1958,1,11,7
1958,1,18,11
1958,1,25,27
1958,2,1,26
1958,2,8,26
1958,2,15,20
1958,2,22,16
1958,3,1,23
1958,3,8,18
1958,3,15,23
1958,3,22,23
1958,3,29,26
1958,4,5,18
1958,4,12,15
1958,4,19,12
1958,4,26,37
1958,5,3,12
1958,5,10,28
1958,5,17,9
1958,5,24,23
1958,5,31,22
1958,6,7,17
1958,6,14,22
1958,6,21,35
1958,6,28,45
1958,7,5,21
1958,7,12,15
1958,7,19,43
1958,7,26,11
1958,8,2,17
1958,8,9,19
1958,8,16,11
1958,8,23,4
1958,8,30,6
1958,9,6,6
1958,9,13,7
1958,9,20,10
1958,9,27,5
1958,10,4,1
1958,10,11,11
1958,10,18,7
1958,10,25,10
1958,11,1,11
1958,11,8,26
1958,11,15,30
1958,11,22,40
1958,11,29,35
1958,12,6,33
1958,12,13,12
1958,12,20,23
1958,12,27,16
