# Weekly Chicken Pox Data for Saskatchewan Canada; 1924 to 1958; 1826 weeks total,,,
# Data extracted from Statistics Canada -  Health Statistics Division archives,,,
# Access to government databases provided by: Richard Trudeau (Health Statistics Division Chief); and Glen Gagnon (Reference Librarian); both at Statistics Canada,,,
# This data file is available online from the International Infectious Disease Data Archive (IIDDA) at http://iidda.mcmaster.ca,,,
# Please acknowledge IIDDA in any publication or presentation in which data downloaded from IIDDA are used.,,,
# The first publication that made use of this data file was: C. T. Bauch and D. J. D. Earn (2003) 'Transients and Attractors in Epidemics' Proceedings of the Royal Society of London Series B 270:1573-1578,,,
# See the IIDDA website for a list of all papers that have used this data file.,,,
year,month,day,cases
1926,1,2,11
1926,1,9,26
1926,1,16,12
1926,1,23,90
1926,1,30,37
1926,2,6,53
1926,2,13,18
1926,2,20,24
1926,2,27,9
1926,3,6,25
1926,3,13,17
1926,3,20,10
1926,3,27,19
1926,4,3,22
1926,4,10,24
1926,4,17,14
1926,4,24,13
1926,5,1,19
1926,5,8,4
1926,5,15,77
1926,5,22,20
1926,5,29,33
1926,6,5,8
1926,6,12,28
1926,6,19,23
1926,6,26,23
1926,7,3,50
1926,7,10,8
1926,7,17,11
1926,7,24,66
1926,7,31,3
1926,8,7,33
1926,8,14,5
1926,8,21,9
1926,8,28,3
1926,9,4,5
1926,9,11,1
1926,9,18,3
1926,9,25,8
1926,10,2,33
1926,10,9,26
1926,10,16,47
1926,10,23,30
1926,10,30,94
1926,11,6,30
1926,11,13,22
1926,11,20,92
1926,11,27,57
1926,12,4,82
1926,12,11,62
1926,12,18,35
1926,12,25,39
1927,1,1,5
1927,1,8,26
1927,1,15,104
1927,1,22,67
1927,1,29,38
1927,2,5,33
1927,2,12,28
1927,2,19,27
1927,2,26,18
1927,3,5,18
1927,3,12,23
1927,3,19,28
1927,3,26,8
1927,4,2,5
1927,4,9,27
1927,4,16,11
1927,4,23,9
1927,4,30,6
1927,5,7,9
1927,5,14,19
1927,5,21,4
1927,5,28,11
1927,6,4,6
1927,6,11,11
1927,6,18,15
1927,6,25,11
1927,7,2,49
1927,7,9,16
1927,7,16,47
1927,7,23,25
1927,7,30,106
1927,8,6,21
1927,8,13,16
1927,8,20,3
1927,8,27,12
1927,9,3,6
1927,9,10,4
1927,9,17,4
1927,9,24,17
1927,10,1,14
1927,10,8,47
1927,10,15,7
1927,10,22,15
1927,10,29,11
1927,11,5,27
1927,11,12,14
1927,11,19,46
1927,11,26,4
1927,12,3,68
1927,12,10,32
1927,12,17,27
1927,12,24,20
1927,12,31,30
1928,1,7,23
1928,1,14,19
1928,1,21,19
1928,1,28,17
1928,2,4,29
1928,2,11,50
1928,2,18,43
1928,2,25,50
1928,3,3,44
1928,3,10,25
1928,3,17,11
1928,3,24,24
1928,3,31,11
1928,4,7,25
1928,4,14,6
1928,4,21,16
1928,4,28,12
1928,5,5,11
1928,5,12,17
1928,5,19,5
1928,5,26,12
1928,6,2,20
1928,6,9,13
1928,6,16,17
1928,6,23,22
1928,6,30,10
1928,7,7,4
1928,7,14,15
1928,7,21,5
1928,7,28,9
1928,8,4,19
1928,8,11,14
1928,8,18,10
1928,8,25,10
1928,9,1,
1928,9,8,2
1928,9,15,6
1928,9,22,30
1928,9,29,4
1928,10,6,12
1928,10,13,15
1928,10,20,17
1928,10,27,31
1928,11,3,45
1928,11,10,38
1928,11,17,8
1928,11,24,23
1928,12,1,19
1928,12,8,27
1928,12,15,34
1928,12,22,32
1928,12,29,6
1929,1,5,27
1929,1,12,40
1929,1,19,40
1929,1,26,13
1929,2,2,30
1929,2,9,20
1929,2,16,32
1929,2,23,8
1929,3,2,2
1929,3,9,40
1929,3,16,6
1929,3,23,28
1929,3,30,10
1929,4,6,27
1929,4,13,
1929,4,20,26
1929,4,27,5
1929,5,4,9
1929,5,11,30
1929,5,18,13
1929,5,25,1
1929,6,1,29
1929,6,8,
1929,6,15,63
1929,6,22,103
1929,6,29,84
1929,7,6,39
1929,7,13,48
1929,7,20,21
1929,7,27,14
1929,8,3,12
1929,8,10,32
1929,8,17,11
1929,8,24,15
1929,8,31,12
1929,9,7,7
1929,9,14,5
1929,9,21,4
1929,9,28,9
1929,10,5,4
1929,10,12,77
1929,10,19,30
1929,10,26,57
1929,11,2,27
1929,11,9,23
1929,11,16,7
1929,11,23,58
1929,11,30,83
1929,12,7,228
1929,12,14,52
1929,12,21,69
1929,12,28,39
1930,1,4,52
1930,1,11,47
1930,1,18,82
1930,1,25,29
1930,2,1,51
1930,2,8,
1930,2,15,19
1930,2,22,36
1930,3,1,19
1930,3,8,31
1930,3,15,10
1930,3,22,35
1930,3,29,31
1930,4,5,27
1930,4,12,12
1930,4,19,33
1930,4,26,5
1930,5,3,25
1930,5,10,14
1930,5,17,36
1930,5,24,29
1930,5,31,7
1930,6,7,19
1930,6,14,33
1930,6,21,7
1930,6,28,50
1930,7,5,27
1930,7,12,22
1930,7,19,6
1930,7,26,13
1930,8,2,5
1930,8,9,18
1930,8,16,4
1930,8,23,3
1930,8,30,13
1930,9,6,2
1930,9,13,3
1930,9,20,2
1930,9,27,8
1930,10,4,17
1930,10,11,7
1930,10,18,11
1930,10,25,22
1930,11,1,68
1930,11,8,39
1930,11,15,53
1930,11,22,59
1930,11,29,75
1930,12,6,127
1930,12,13,51
1930,12,20,107
1930,12,27,58
1931,1,3,38
1931,1,10,36
1931,1,17,45
1931,1,24,15
1931,1,31,27
1931,2,7,35
1931,2,14,21
1931,2,21,29
1931,2,28,27
1931,3,7,38
1931,3,14,100
1931,3,21,5
1931,3,28,31
1931,4,4,37
1931,4,11,13
1931,4,18,16
1931,4,25,25
1931,5,2,44
1931,5,9,12
1931,5,16,19
1931,5,23,40
1931,5,30,27
1931,6,6,17
1931,6,13,29
1931,6,20,19
1931,6,27,20
1931,7,4,19
1931,7,11,15
1931,7,18,16
1931,7,25,5
1931,8,1,8
1931,8,8,6
1931,8,15,3
1931,8,22,10
1931,8,29,11
1931,9,5,5
1931,9,12,1
1931,9,19,1
1931,9,26,7
1931,10,3,17
1931,10,10,13
1931,10,17,29
1931,10,24,21
1931,10,31,61
1931,11,7,23
1931,11,14,68
1931,11,21,45
1931,11,28,23
1931,12,5,36
1931,12,12,51
1931,12,19,27
1931,12,26,17
1932,1,2,33
1932,1,9,61
1932,1,16,42
1932,1,23,29
1932,1,30,34
1932,2,6,53
1932,2,13,35
1932,2,20,30
1932,2,27,16
1932,3,5,38
1932,3,12,25
1932,3,19,31
1932,3,26,23
1932,4,2,23
1932,4,9,24
1932,4,16,6
1932,4,23,24
1932,4,30,7
1932,5,7,46
1932,5,14,4
1932,5,21,10
1932,5,28,26
1932,6,4,77
1932,6,11,19
1932,6,18,18
1932,6,25,22
1932,7,2,42
1932,7,9,41
1932,7,16,24
1932,7,23,8
1932,7,30,
1932,8,6,2
1932,8,13,13
1932,8,20,1
1932,8,27,7
1932,9,3,4
1932,9,10,6
1932,9,17,12
1932,9,24,7
1932,10,1,2
1932,10,8,13
1932,10,15,5
1932,10,22,26
1932,10,29,10
1932,11,5,7
1932,11,12,15
1932,11,19,3
1932,11,26,25
1932,12,3,59
1932,12,10,36
1932,12,17,4
1932,12,24,28
1932,12,31,51
1933,1,7,1
1933,1,14,20
1933,1,21,15
1933,1,28,3
1933,2,4,33
1933,2,11,20
1933,2,18,35
1933,2,25,1
1933,3,4,21
1933,3,11,46
1933,3,18,7
1933,3,25,23
1933,4,1,21
1933,4,8,27
1933,4,15,14
1933,4,22,17
1933,4,29,6
1933,5,6,24
1933,5,13,18
1933,5,20,36
1933,5,27,5
1933,6,3,64
1933,6,10,61
1933,6,17,48
1933,6,24,46
1933,7,1,35
1933,7,8,52
1933,7,15,8
1933,7,22,21
1933,7,29,9
1933,8,5,31
1933,8,12,10
1933,8,19,5
1933,8,26,3
1933,9,2,7
1933,9,9,13
1933,9,16,22
1933,9,23,11
1933,9,30,6
1933,10,7,16
1933,10,14,17
1933,10,21,27
1933,10,28,28
1933,11,4,34
1933,11,11,22
1933,11,18,34
1933,11,25,73
1933,12,2,62
1933,12,9,55
1933,12,16,35
1933,12,23,47
1933,12,30,68
1934,1,6,36
1934,1,13,17
1934,1,20,28
1934,1,27,42
1934,2,3,34
1934,2,10,27
1934,2,17,23
1934,2,24,59
1934,3,3,13
1934,3,10,18
1934,3,17,14
1934,3,24,14
1934,3,31,21
1934,4,7,16
1934,4,14,19
1934,4,21,43
1934,4,28,31
1934,5,5,16
1934,5,12,26
1934,5,19,24
1934,5,26,18
1934,6,2,26
1934,6,9,10
1934,6,16,32
1934,6,23,44
1934,6,30,16
1934,7,7,21
1934,7,14,18
1934,7,21,27
1934,7,28,9
1934,8,4,12
1934,8,11,8
1934,8,18,10
1934,8,25,15
1934,9,1,13
1934,9,8,12
1934,9,15,19
1934,9,22,5
1934,9,29,13
1934,10,6,71
1934,10,13,41
1934,10,20,138
1934,10,27,78
1934,11,3,158
1934,11,10,102
1934,11,17,201
1934,11,24,140
1934,12,1,95
1934,12,8,117
1934,12,15,108
1934,12,22,83
1934,12,29,116
1935,1,5,53
1935,1,12,47
1935,1,19,79
1935,1,26,71
1935,2,2,70
1935,2,9,121
1935,2,16,33
1935,2,23,43
1935,3,2,44
1935,3,9,36
1935,3,16,17
1935,3,23,41
1935,3,30,24
1935,4,6,65
1935,4,13,25
1935,4,20,24
1935,4,27,17
1935,5,4,15
1935,5,11,5
1935,5,18,19
1935,5,25,19
1935,6,1,22
1935,6,8,14
1935,6,15,25
1935,6,22,32
1935,6,29,27
1935,7,6,41
1935,7,13,56
1935,7,20,35
1935,7,27,5
1935,8,3,19
1935,8,10,9
1935,8,17,13
1935,8,24,
1935,8,31,36
1935,9,7,12
1935,9,14,17
1935,9,21,6
1935,9,28,18
1935,10,5,48
1935,10,12,31
1935,10,19,13
1935,10,26,30
1935,11,2,33
1935,11,9,38
1935,11,16,65
1935,11,23,61
1935,11,30,44
1935,12,7,31
1935,12,14,32
1935,12,21,39
1935,12,28,12
1936,1,4,23
1936,1,11,43
1936,1,18,34
1936,1,25,37
1936,2,1,30
1936,2,8,22
1936,2,15,15
1936,2,22,19
1936,2,29,17
1936,3,7,16
1936,3,14,8
1936,3,21,65
1936,3,28,17
1936,4,4,20
1936,4,11,19
1936,4,18,13
1936,4,25,17
1936,5,2,15
1936,5,9,30
1936,5,16,14
1936,5,23,10
1936,5,30,14
1936,6,6,25
1936,6,13,19
1936,6,20,24
1936,6,27,31
1936,7,4,44
1936,7,11,24
1936,7,18,43
1936,7,25,25
1936,8,1,6
1936,8,8,13
1936,8,15,8
1936,8,22,6
1936,8,29,13
1936,9,5,7
1936,9,12,11
1936,9,19,7
1936,9,26,31
1936,10,3,26
1936,10,10,57
1936,10,17,42
1936,10,24,65
1936,10,31,90
1936,11,7,98
1936,11,14,131
1936,11,21,99
1936,11,28,145
1936,12,5,115
1936,12,12,141
1936,12,19,116
1936,12,26,85
1937,1,2,96
1937,1,9,83
1937,1,16,78
1937,1,23,54
1937,1,30,51
1937,2,6,40
1937,2,13,35
1937,2,20,28
1937,2,27,29
1937,3,6,16
1937,3,13,38
1937,3,20,36
1937,3,27,40
1937,4,3,12
1937,4,10,10
1937,4,17,17
1937,4,24,13
1937,5,1,20
1937,5,8,46
1937,5,15,21
1937,5,22,44
1937,5,29,58
1937,6,5,75
1937,6,12,67
1937,6,19,81
1937,6,26,101
1937,7,3,127
1937,7,10,49
1937,7,17,81
1937,7,24,30
1937,7,31,30
1937,8,7,18
1937,8,14,16
1937,8,21,19
1937,8,28,4
1937,9,4,7
1937,9,11,13
1937,9,18,8
1937,9,25,9
1937,10,2,8
1937,10,9,9
1937,10,16,32
1937,10,23,43
1937,10,30,64
1937,11,6,12
1937,11,13,43
1937,11,20,29
1937,11,27,81
1937,12,4,28
1937,12,11,48
1937,12,18,24
1937,12,25,18
1938,1,1,18
1938,1,8,29
1938,1,15,20
1938,1,22,11
1938,1,29,57
1938,2,5,27
1938,2,12,18
1938,2,19,14
1938,2,26,20
1938,3,5,35
1938,3,12,34
1938,3,19,28
1938,3,26,13
1938,4,2,33
1938,4,9,25
1938,4,16,26
1938,4,23,22
1938,4,30,40
1938,5,7,36
1938,5,14,33
1938,5,21,26
1938,5,28,48
1938,6,4,34
1938,6,11,83
1938,6,18,33
1938,6,25,86
1938,7,2,58
1938,7,9,15
1938,7,16,90
1938,7,23,12
1938,7,30,12
1938,8,6,33
1938,8,13,25
1938,8,20,16
1938,8,27,8
1938,9,3,8
1938,9,10,2
1938,9,17,10
1938,9,24,8
1938,10,1,18
1938,10,8,6
1938,10,15,6
1938,10,22,20
1938,10,29,32
1938,11,5,19
1938,11,12,25
1938,11,19,50
1938,11,26,74
1938,12,3,63
1938,12,10,61
1938,12,17,82
1938,12,24,29
1938,12,31,51
1939,1,7,36
1939,1,14,41
1939,1,21,61
1939,1,28,33
1939,2,4,43
1939,2,11,38
1939,2,18,18
1939,2,25,32
1939,3,4,52
1939,3,11,44
1939,3,18,20
1939,3,25,31
1939,4,1,61
1939,4,8,38
1939,4,15,37
1939,4,22,17
1939,4,29,23
1939,5,6,23
1939,5,13,12
1939,5,20,14
1939,5,27,15
1939,6,3,11
1939,6,10,15
1939,6,17,15
1939,6,24,8
1939,7,1,11
1939,7,8,39
1939,7,15,20
1939,7,22,14
1939,7,29,25
1939,8,5,13
1939,8,12,9
1939,8,19,
1939,8,26,11
1939,9,2,10
1939,9,9,2
1939,9,16,6
1939,9,23,38
1939,9,30,18
1939,10,7,33
1939,10,14,31
1939,10,21,37
1939,10,28,34
1939,11,4,70
1939,11,11,53
1939,11,18,48
1939,11,25,22
1939,12,2,40
1939,12,9,63
1939,12,16,29
1939,12,23,30
1939,12,30,58
1940,1,6,23
1940,1,13,22
1940,1,20,46
1940,1,27,42
1940,2,3,87
1940,2,10,81
1940,2,17,36
1940,2,24,47
1940,3,2,26
1940,3,9,55
1940,3,16,17
1940,3,23,32
1940,3,30,5
1940,4,6,19
1940,4,13,11
1940,4,20,14
1940,4,27,11
1940,5,4,5
1940,5,11,35
1940,5,18,2
1940,5,25,9
1940,6,1,19
1940,6,8,9
1940,6,15,110
1940,6,22,20
1940,6,29,32
1940,7,6,46
1940,7,13,20
1940,7,20,14
1940,7,27,44
1940,8,3,12
1940,8,10,5
1940,8,17,10
1940,8,24,22
1940,8,31,40
1940,9,7,9
1940,9,14,10
1940,9,21,5
1940,9,28,16
1940,10,5,39
1940,10,12,17
1940,10,19,23
1940,10,26,21
1940,11,2,40
1940,11,9,38
1940,11,16,61
1940,11,23,93
1940,11,30,101
1940,12,7,57
1940,12,14,95
1940,12,21,38
1940,12,28,29
1941,1,4,40
1941,1,11,17
1941,1,18,23
1941,1,25,28
1941,2,1,31
1941,2,8,16
1941,2,15,30
1941,2,22,33
1941,3,1,23
1941,3,8,27
1941,3,15,13
1941,3,22,15
1941,3,29,15
1941,4,5,19
1941,4,12,44
1941,4,19,15
1941,4,26,39
1941,5,3,15
1941,5,10,36
1941,5,17,25
1941,5,24,12
1941,5,31,41
1941,6,7,57
1941,6,14,44
1941,6,21,65
1941,6,28,34
1941,7,5,55
1941,7,12,12
1941,7,19,30
1941,7,26,34
1941,8,2,22
1941,8,9,8
1941,8,16,3
1941,8,23,9
1941,8,30,3
1941,9,6,1
1941,9,13,3
1941,9,20,5
1941,9,27,2
1941,10,4,5
1941,10,11,35
1941,10,18,48
1941,10,25,62
1941,11,1,53
1941,11,8,68
1941,11,15,69
1941,11,22,95
1941,11,29,78
1941,12,6,93
1941,12,13,79
1941,12,20,81
1941,12,27,109
1942,1,3,27
1942,1,10,69
1942,1,17,47
1942,1,24,28
1942,1,31,29
1942,2,7,50
1942,2,14,6
1942,2,21,37
1942,2,28,33
1942,3,7,21
1942,3,14,35
1942,3,21,45
1942,3,28,37
1942,4,4,24
1942,4,11,27
1942,4,18,38
1942,4,25,33
1942,5,2,46
1942,5,9,21
1942,5,16,34
1942,5,23,14
1942,5,30,19
1942,6,6,18
1942,6,13,32
1942,6,20,8
1942,6,27,84
1942,7,4,24
1942,7,11,25
1942,7,18,3
1942,7,25,18
1942,8,1,1
1942,8,8,10
1942,8,15,7
1942,8,22,10
1942,8,29,9
1942,9,5,3
1942,9,12,11
1942,9,19,17
1942,9,26,14
1942,10,3,27
1942,10,10,18
1942,10,17,19
1942,10,24,39
1942,10,31,40
1942,11,7,72
1942,11,14,39
1942,11,21,88
1942,11,28,139
1942,12,5,117
1942,12,12,101
1942,12,19,67
1942,12,26,75
1943,1,2,53
1943,1,9,41
1943,1,16,56
1943,1,23,41
1943,1,30,43
1943,2,6,42
1943,2,13,45
1943,2,20,20
1943,2,27,63
1943,3,6,19
1943,3,13,11
1943,3,20,19
1943,3,27,11
1943,4,3,28
1943,4,10,14
1943,4,17,33
1943,4,24,19
1943,5,1,33
1943,5,8,15
1943,5,15,13
1943,5,22,28
1943,5,29,20
1943,6,5,12
1943,6,12,49
1943,6,19,25
1943,6,26,44
1943,7,3,55
1943,7,10,39
1943,7,17,41
1943,7,24,24
1943,7,31,34
1943,8,7,15
1943,8,14,15
1943,8,21,12
1943,8,28,4
1943,9,4,12
1943,9,11,8
1943,9,18,15
1943,9,25,18
1943,10,2,21
1943,10,9,16
1943,10,16,21
1943,10,23,45
1943,10,30,45
1943,11,6,84
1943,11,13,91
1943,11,20,106
1943,11,27,88
1943,12,4,96
1943,12,11,197
1943,12,18,92
1943,12,25,43
1944,1,1,101
1944,1,8,59
1944,1,15,67
1944,1,22,45
1944,1,29,26
1944,2,5,43
1944,2,12,58
1944,2,19,50
1944,2,26,47
1944,3,4,40
1944,3,11,55
1944,3,18,44
1944,3,25,40
1944,4,1,30
1944,4,8,28
1944,4,15,16
1944,4,22,31
1944,4,29,44
1944,5,6,41
1944,5,13,21
1944,5,20,53
1944,5,27,19
1944,6,3,41
1944,6,10,25
1944,6,17,20
1944,6,24,23
1944,7,1,25
1944,7,8,16
1944,7,15,8
1944,7,22,8
1944,7,29,19
1944,8,5,10
1944,8,12,5
1944,8,19,3
1944,8,26,7
1944,9,2,5
1944,9,9,4
1944,9,16,2
1944,9,23,3
1944,9,30,2
1944,10,7,7
1944,10,14,7
1944,10,21,10
1944,10,28,23
1944,11,4,30
1944,11,11,32
1944,11,18,34
1944,11,25,69
1944,12,2,68
1944,12,9,65
1944,12,16,44
1944,12,23,70
1944,12,30,35
1945,1,6,25
1945,1,13,30
1945,1,20,29
1945,1,27,42
1945,2,3,52
1945,2,10,30
1945,2,17,24
1945,2,24,14
1945,3,3,22
1945,3,10,35
1945,3,17,14
1945,3,24,50
1945,3,31,10
1945,4,7,35
1945,4,14,32
1945,4,21,25
1945,4,28,9
1945,5,5,40
1945,5,12,11
1945,5,19,28
1945,5,26,11
1945,6,2,20
1945,6,9,38
1945,6,16,27
1945,6,23,38
1945,6,30,10
1945,7,7,23
1945,7,14,8
1945,7,21,18
1945,7,28,18
1945,8,4,3
1945,8,11,14
1945,8,18,9
1945,8,25,29
1945,9,1,13
1945,9,8,10
1945,9,15,6
1945,9,22,22
1945,9,29,11
1945,10,6,20
1945,10,13,28
1945,10,20,31
1945,10,27,66
1945,11,3,53
1945,11,10,55
1945,11,17,40
1945,11,24,64
1945,12,1,67
1945,12,8,88
1945,12,15,87
1945,12,22,85
1945,12,29,80
1946,1,5,38
1946,1,12,74
1946,1,19,41
1946,1,26,49
1946,2,2,28
1946,2,9,36
1946,2,16,25
1946,2,23,23
1946,3,2,57
1946,3,9,22
1946,3,16,17
1946,3,23,23
1946,3,30,23
1946,4,6,19
1946,4,13,26
1946,4,20,11
1946,4,27,21
1946,5,4,28
1946,5,11,35
1946,5,18,23
1946,5,25,25
1946,6,1,37
1946,6,8,38
1946,6,15,46
1946,6,22,43
1946,6,29,44
1946,7,6,35
1946,7,13,31
1946,7,20,27
1946,7,27,27
1946,8,3,16
1946,8,10,6
1946,8,17,9
1946,8,24,11
1946,8,31,11
1946,9,7,12
1946,9,14,13
1946,9,21,7
1946,9,28,6
1946,10,5,7
1946,10,12,9
1946,10,19,22
1946,10,26,37
1946,11,2,17
1946,11,9,36
1946,11,16,33
1946,11,23,34
1946,11,30,19
1946,12,7,62
1946,12,14,36
1946,12,21,30
1946,12,28,31
1947,1,4,16
1947,1,11,45
1947,1,18,37
1947,1,25,31
1947,2,1,38
1947,2,8,27
1947,2,15,29
1947,2,22,27
1947,3,1,22
1947,3,8,30
1947,3,15,15
1947,3,22,17
1947,3,29,19
1947,4,5,20
1947,4,12,21
1947,4,19,11
1947,4,26,21
1947,5,3,21
1947,5,10,29
1947,5,17,40
1947,5,24,21
1947,5,31,45
1947,6,7,26
1947,6,14,32
1947,6,21,73
1947,6,28,37
1947,7,5,32
1947,7,12,40
1947,7,19,31
1947,7,26,15
1947,8,2,17
1947,8,9,17
1947,8,16,12
1947,8,23,11
1947,8,30,15
1947,9,6,9
1947,9,13,5
1947,9,20,26
1947,9,27,8
1947,10,4,32
1947,10,11,42
1947,10,18,47
1947,10,25,44
1947,11,1,47
1947,11,8,75
1947,11,15,41
1947,11,22,71
1947,11,29,69
1947,12,6,108
1947,12,13,74
1947,12,20,61
1947,12,27,40
1948,1,3,31
1948,1,10,55
1948,1,17,79
1948,1,24,42
1948,1,31,68
1948,2,7,45
1948,2,14,25
1948,2,21,23
1948,2,28,27
1948,3,6,24
1948,3,13,14
1948,3,20,12
1948,3,27,20
1948,4,3,20
1948,4,10,11
1948,4,17,9
1948,4,24,22
1948,5,1,13
1948,5,8,24
1948,5,15,20
1948,5,22,18
1948,5,29,23
1948,6,5,16
1948,6,12,6
1948,6,19,50
1948,6,26,48
1948,7,3,18
1948,7,10,42
1948,7,17,26
1948,7,24,19
1948,7,31,18
1948,8,7,6
1948,8,14,6
1948,8,21,24
1948,8,28,11
1948,9,4,27
1948,9,11,31
1948,9,18,3
1948,9,25,9
1948,10,2,25
1948,10,9,36
1948,10,16,15
1948,10,23,31
1948,10,30,56
1948,11,6,89
1948,11,13,97
1948,11,20,126
1948,11,27,151
1948,12,4,122
1948,12,11,113
1948,12,18,170
1948,12,25,159
1949,1,1,100
1949,1,8,102
1949,1,15,130
1949,1,22,77
1949,1,29,80
1949,2,5,62
1949,2,12,73
1949,2,19,27
1949,2,26,86
1949,3,5,31
1949,3,12,49
1949,3,19,50
1949,3,26,17
1949,4,2,24
1949,4,9,28
1949,4,16,15
1949,4,23,12
1949,4,30,47
1949,5,7,45
1949,5,14,49
1949,5,21,82
1949,5,28,86
1949,6,4,98
1949,6,11,105
1949,6,18,109
1949,6,25,116
1949,7,2,75
1949,7,9,65
1949,7,16,85
1949,7,23,53
1949,7,30,34
1949,8,6,39
1949,8,13,14
1949,8,20,15
1949,8,27,17
1949,9,3,26
1949,9,10,10
1949,9,17,9
1949,9,24,10
1949,10,1,14
1949,10,8,28
1949,10,15,30
1949,10,22,39
1949,10,29,30
1949,11,5,69
1949,11,12,16
1949,11,19,72
1949,11,26,61
1949,12,3,72
1949,12,10,52
1949,12,17,71
1949,12,24,53
1949,12,31,46
1950,1,7,101
1950,1,14,58
1950,1,21,50
1950,1,28,65
1950,2,4,44
1950,2,11,38
1950,2,18,36
1950,2,25,37
1950,3,4,18
1950,3,11,36
1950,3,18,23
1950,3,25,36
1950,4,1,20
1950,4,8,13
1950,4,15,11
1950,4,22,21
1950,4,29,10
1950,5,6,11
1950,5,13,18
1950,5,20,16
1950,5,27,10
1950,6,3,8
1950,6,10,6
1950,6,17,20
1950,6,24,8
1950,7,1,18
1950,7,8,40
1950,7,15,18
1950,7,22,13
1950,7,29,10
1950,8,5,9
1950,8,12,24
1950,8,19,4
1950,8,26,12
1950,9,2,3
1950,9,9,15
1950,9,16,7
1950,9,23,14
1950,9,30,27
1950,10,7,35
1950,10,14,37
1950,10,21,87
1950,10,28,90
1950,11,4,99
1950,11,11,109
1950,11,18,159
1950,11,25,150
1950,12,2,106
1950,12,9,177
1950,12,16,96
1950,12,23,98
1950,12,30,63
1951,1,6,145
1951,1,13,47
1951,1,20,135
1951,1,27,111
1951,2,3,35
1951,2,10,68
1951,2,17,19
1951,2,24,25
1951,3,3,66
1951,3,10,20
1951,3,17,17
1951,3,24,21
1951,3,31,13
1951,4,7,19
1951,4,14,13
1951,4,21,17
1951,4,28,13
1951,5,5,26
1951,5,12,45
1951,5,19,6
1951,5,26,17
1951,6,2,22
1951,6,9,26
1951,6,16,31
1951,6,23,33
1951,6,30,24
1951,7,7,45
1951,7,14,20
1951,7,21,26
1951,7,28,16
1951,8,4,20
1951,8,11,4
1951,8,18,18
1951,8,25,5
1951,9,1,7
1951,9,8,16
1951,9,15,11
1951,9,22,20
1951,9,29,70
1951,10,6,25
1951,10,13,39
1951,10,20,35
1951,10,27,27
1951,11,3,115
1951,11,10,47
1951,11,17,57
1951,11,24,95
1951,12,1,106
1951,12,8,92
1951,12,15,103
1951,12,22,104
1951,12,29,61
1952,1,5,40
1952,1,12,76
1952,1,19,67
1952,1,26,49
1952,2,2,59
1952,2,9,70
1952,2,16,40
1952,2,23,43
1952,3,1,60
1952,3,8,37
1952,3,15,51
1952,3,22,62
1952,3,29,36
1952,4,5,6
1952,4,12,13
1952,4,19,28
1952,4,26,19
1952,5,3,24
