# Weekly cases of measles in Liverpool England; 1944-94,,,
# This worksheet was created from the original file measles.cases; which apparently has the same information as ewcit.dat,,,
# This data file is available online from the International Infectious Disease Data Archive (IIDDA) at http://iidda.mcmaster.ca,,,
# Please acknowledge IIDDA in any publication or presentation in which data downloaded from IIDDA are used.,,,
# The first publication that made use of this data file was: D. J. D. Earn; P. Rohani; B. M. Bolker; B. T. Grenfell (2000) 'A simple model for complex dynamical transitions in epidemics' Science 287(5453): 667-670,,,
# See the IIDDA website for a list of all papers that have used this data file.,,,
year,month,day,cases
1945,10,28,26
1945,11,4,28
1945,11,11,22
1945,11,18,23
1945,11,25,19
1945,12,2,22
1945,12,9,32
1945,12,16,44
1945,12,23,48
1945,12,31,40
1946,1,7,32
1946,1,14,46
1946,1,21,51
1946,1,28,73
1946,2,4,65
1946,2,11,83
1946,2,18,80
1946,2,25,90
1946,3,4,100
1946,3,11,128
1946,3,18,109
1946,3,25,144
1946,4,1,294
1946,4,8,183
1946,4,15,257
1946,4,22,271
1946,4,29,234
1946,5,6,295
1946,5,13,184
1946,5,20,222
1946,5,27,224
1946,6,3,270
1946,6,10,229
1946,6,17,282
1946,6,24,208
1946,7,1,226
1946,7,8,162
1946,7,15,188
1946,7,22,157
1946,7,29,127
1946,8,5,68
1946,8,12,76
1946,8,19,48
1946,8,26,38
1946,9,2,28
1946,9,9,27
1946,9,16,29
1946,9,23,50
1946,9,30,36
1946,10,7,46
1946,10,14,53
1946,10,21,52
1946,10,28,31
1946,11,4,24
1946,11,11,39
1946,11,18,45
1946,11,25,43
1946,12,2,53
1946,12,9,67
1946,12,16,84
1946,12,23,67
1946,12,31,53
1947,1,6,84
1947,1,13,72
1947,1,20,81
1947,1,27,72
1947,2,3,70
1947,2,10,85
1947,2,17,99
1947,2,24,86
1947,3,2,121
1947,3,9,100
1947,3,16,121
1947,3,23,109
1947,3,30,179
1947,4,6,166
1947,4,13,101
1947,4,20,144
1947,4,27,113
1947,5,3,151
1947,5,10,209
1947,5,17,212
1947,5,24,282
1947,5,31,256
1947,6,7,315
1947,6,14,235
1947,6,21,248
1947,6,28,231
1947,7,4,254
1947,7,11,184
1947,7,18,160
1947,7,25,142
1947,8,1,123
1947,8,8,106
1947,8,15,62
1947,8,22,86
1947,8,29,26
1947,9,4,19
1947,9,11,24
1947,9,18,17
1947,9,25,18
1947,10,2,20
1947,10,9,22
1947,10,16,27
1947,10,23,18
1947,10,30,21
1947,11,5,16
1947,11,12,14
1947,11,19,19
1947,11,26,22
1947,12,3,36
1947,12,10,49
1947,12,17,37
1947,12,24,25
1947,12,31,56
1948,1,7,40
1948,1,14,51
1948,1,21,54
1948,1,28,54
1948,2,4,89
1948,2,11,73
1948,2,18,169
1948,2,25,212
1948,3,3,283
1948,3,10,285
1948,3,17,279
1948,3,24,424
1948,3,31,370
1948,4,7,459
1948,4,14,401
1948,4,21,395
1948,4,28,411
1948,5,5,425
1948,5,12,438
1948,5,19,356
1948,5,26,376
1948,6,2,308
1948,6,9,255
1948,6,16,186
1948,6,23,160
1948,6,30,101
1948,7,7,83
1948,7,14,90
1948,7,21,37
1948,7,28,56
1948,8,4,40
1948,8,11,42
1948,8,18,46
1948,8,25,37
1948,9,1,20
1948,9,8,26
1948,9,15,34
1948,9,22,36
1948,9,29,34
1948,10,6,29
1948,10,13,39
1948,10,20,35
1948,10,27,18
1948,11,3,34
1948,11,10,46
1948,11,17,57
1948,11,24,53
1948,12,1,62
1948,12,8,90
1948,12,15,59
1948,12,22,43
1948,12,31,64
1949,1,7,87
1949,1,14,62
1949,1,21,64
1949,1,28,42
1949,2,4,40
1949,2,11,73
1949,2,18,110
1949,2,25,118
1949,3,4,110
1949,3,11,105
1949,3,18,97
1949,3,25,126
1949,4,1,127
1949,4,8,137
1949,4,15,136
1949,4,22,146
1949,4,29,113
1949,5,6,104
1949,5,13,111
1949,5,20,110
1949,5,27,126
1949,6,3,157
1949,6,10,156
1949,6,17,169
1949,6,24,194
1949,7,1,243
1949,7,8,240
1949,7,15,261
1949,7,22,201
1949,7,29,168
1949,8,5,119
1949,8,12,90
1949,8,19,78
1949,8,26,70
1949,9,2,66
1949,9,9,60
1949,9,16,52
1949,9,23,57
1949,9,30,68
1949,10,7,63
1949,10,14,71
1949,10,21,90
1949,10,28,78
1949,11,4,90
1949,11,11,86
1949,11,18,87
1949,11,25,78
1949,12,2,77
1949,12,9,145
1949,12,16,153
1949,12,23,118
1949,12,31,249
1950,1,7,246
1950,1,14,304
1950,1,21,272
1950,1,28,320
1950,2,4,405
1950,2,11,463
1950,2,18,425
1950,2,25,522
1950,3,4,515
1950,3,11,482
1950,3,18,413
1950,3,25,454
1950,4,1,384
1950,4,8,339
1950,4,15,344
1950,4,22,266
1950,4,29,228
1950,5,6,206
1950,5,13,240
1950,5,20,168
1950,5,27,195
1950,6,3,131
1950,6,10,161
1950,6,17,143
1950,6,24,101
1950,7,1,106
1950,7,8,67
1950,7,15,104
1950,7,22,67
1950,7,29,88
1950,8,5,50
1950,8,12,47
1950,8,19,55
1950,8,26,26
1950,9,2,40
1950,9,9,25
1950,9,16,23
1950,9,23,17
1950,9,30,17
1950,10,7,29
1950,10,14,13
1950,10,21,5
1950,10,28,13
1950,11,4,11
1950,11,11,11
1950,11,18,16
1950,11,25,17
1950,12,2,18
1950,12,9,13
1950,12,16,13
1950,12,23,13
1950,12,31,10
1951,1,7,13
1951,1,14,8
1951,1,21,32
1951,1,28,33
1951,2,4,43
1951,2,11,44
1951,2,18,59
1951,2,25,60
1951,3,4,95
1951,3,11,98
1951,3,18,147
1951,3,25,151
1951,4,1,263
1951,4,8,239
1951,4,15,272
1951,4,22,243
1951,4,29,316
1951,5,6,300
1951,5,13,405
1951,5,20,523
1951,5,27,546
1951,6,3,472
1951,6,10,530
1951,6,17,450
1951,6,24,448
1951,7,1,410
1951,7,8,310
1951,7,15,319
1951,7,22,249
1951,7,29,284
1951,8,5,258
1951,8,12,176
1951,8,19,150
1951,8,26,135
1951,9,2,111
1951,9,9,109
1951,9,16,77
1951,9,23,105
1951,9,30,128
1951,10,7,115
1951,10,14,143
1951,10,21,127
1951,10,28,132
1951,11,4,131
1951,11,11,121
1951,11,18,153
1951,11,25,100
1951,12,2,166
1951,12,9,134
1951,12,16,154
1951,12,23,172
1951,12,31,148
1952,1,6,274
1952,1,13,195
1952,1,20,214
1952,1,27,177
1952,2,3,209
1952,2,10,273
1952,2,17,263
1952,2,24,300
1952,3,1,305
1952,3,8,395
1952,3,15,362
1952,3,22,368
1952,3,29,321
1952,4,5,332
1952,4,12,234
1952,4,19,234
1952,4,26,314
1952,5,2,215
1952,5,9,259
1952,5,16,258
1952,5,23,301
1952,5,30,356
1952,6,6,267
1952,6,13,330
1952,6,20,341
1952,6,27,298
1952,7,3,124
1952,7,10,172
1952,7,17,192
1952,7,24,154
1952,7,31,79
1952,8,7,48
1952,8,14,48
1952,8,21,29
1952,8,28,38
1952,9,3,16
1952,9,10,16
1952,9,17,15
1952,9,24,19
1952,10,1,36
1952,10,8,27
1952,10,15,45
1952,10,22,13
1952,10,29,28
1952,11,4,20
1952,11,11,28
1952,11,18,25
1952,11,25,30
1952,12,2,40
1952,12,9,40
1952,12,16,37
1952,12,23,34
1952,12,31,61
1953,1,7,71
1953,1,14,54
1953,1,21,42
1953,1,28,81
1953,2,4,90
1953,2,11,104
1953,2,18,119
1953,2,25,139
1953,3,4,157
1953,3,11,263
1953,3,18,285
1953,3,25,396
1953,4,1,488
1953,4,8,442
1953,4,15,550
1953,4,22,401
1953,4,29,331
1953,5,6,420
1953,5,13,422
1953,5,20,431
1953,5,27,421
1953,6,3,442
1953,6,10,506
1953,6,17,527
1953,6,24,519
1953,7,1,422
1953,7,8,340
1953,7,15,260
1953,7,22,271
1953,7,29,201
1953,8,5,171
1953,8,12,82
1953,8,19,57
1953,8,26,33
1953,9,2,51
1953,9,9,22
1953,9,16,19
1953,9,23,22
1953,9,30,37
1953,10,7,31
1953,10,14,29
1953,10,21,24
1953,10,28,31
1953,11,4,21
1953,11,11,25
1953,11,18,30
1953,11,25,21
1953,12,2,29
1953,12,9,18
1953,12,16,20
1953,12,23,22
1953,12,31,53
1954,1,7,29
1954,1,14,34
1954,1,21,28
1954,1,28,22
1954,2,4,22
1954,2,11,39
1954,2,18,55
1954,2,25,41
1954,3,4,65
1954,3,11,64
1954,3,18,89
1954,3,25,107
1954,4,1,119
1954,4,8,122
1954,4,15,94
1954,4,22,129
1954,4,29,123
1954,5,6,126
1954,5,13,118
1954,5,20,133
1954,5,27,134
1954,6,3,143
1954,6,10,189
1954,6,17,235
1954,6,24,201
1954,7,1,242
1954,7,8,232
1954,7,15,235
1954,7,22,258
1954,7,29,294
1954,8,5,226
1954,8,12,251
1954,8,19,186
1954,8,26,172
1954,9,2,159
1954,9,9,113
1954,9,16,168
1954,9,23,177
1954,9,30,137
1954,10,7,194
1954,10,14,178
1954,10,21,250
1954,10,28,194
1954,11,4,277
1954,11,11,239
1954,11,18,342
1954,11,25,265
1954,12,2,324
1954,12,9,333
1954,12,16,279
1954,12,23,132
1954,12,31,314
1955,1,7,269
1955,1,14,215
1955,1,21,155
1955,1,28,216
1955,2,4,170
1955,2,11,213
1955,2,18,240
1955,2,25,283
1955,3,4,252
1955,3,11,250
1955,3,18,166
1955,3,25,200
1955,4,1,206
1955,4,8,178
1955,4,15,171
1955,4,22,226
1955,4,29,206
1955,5,6,211
1955,5,13,178
1955,5,20,220
1955,5,27,141
1955,6,3,150
1955,6,10,159
1955,6,17,132
1955,6,24,145
1955,7,1,135
1955,7,8,147
1955,7,15,102
1955,7,22,73
1955,7,29,81
1955,8,5,45
1955,8,12,58
1955,8,19,28
1955,8,26,38
1955,9,2,19
1955,9,9,22
1955,9,16,16
1955,9,23,25
1955,9,30,23
1955,10,7,17
1955,10,14,18
1955,10,21,9
1955,10,28,19
1955,11,4,10
1955,11,11,25
1955,11,18,116
1955,11,25,17
1955,12,2,18
1955,12,9,24
1955,12,16,18
1955,12,23,8
1955,12,31,23
1956,1,7,9
1956,1,14,10
1956,1,21,16
1956,1,28,21
1956,2,4,24
1956,2,11,42
1956,2,18,47
1956,2,25,46
1956,3,3,42
1956,3,10,24
1956,3,17,39
1956,3,24,16
1956,3,31,26
1956,4,7,22
1956,4,14,57
1956,4,21,51
1956,4,28,59
1956,5,5,117
1956,5,12,118
1956,5,19,121
1956,5,26,197
1956,6,2,197
1956,6,9,198
1956,6,16,216
1956,6,23,179
1956,6,30,288
1956,7,7,215
1956,7,14,253
1956,7,21,259
1956,7,28,273
1956,8,4,235
1956,8,11,146
1956,8,18,152
1956,8,25,133
1956,9,1,109
1956,9,8,93
1956,9,15,89
1956,9,22,107
1956,9,29,110
1956,10,6,103
1956,10,13,105
1956,10,20,155
1956,10,27,154
1956,11,3,175
1956,11,10,146
1956,11,17,201
1956,11,24,177
1956,12,1,180
1956,12,8,192
1956,12,15,208
1956,12,22,197
1956,12,31,258
1957,1,7,381
1957,1,14,299
1957,1,21,291
1957,1,28,247
1957,2,4,416
1957,2,11,459
1957,2,18,469
1957,2,25,479
1957,3,4,497
1957,3,11,506
1957,3,18,646
1957,3,25,654
1957,4,1,568
1957,4,8,464
1957,4,15,350
1957,4,22,356
1957,4,29,244
1957,5,6,230
1957,5,13,211
1957,5,20,242
1957,5,27,196
1957,6,3,216
1957,6,10,197
1957,6,17,194
1957,6,24,141
1957,7,1,151
1957,7,8,138
1957,7,15,136
1957,7,22,108
1957,7,29,85
1957,8,5,88
1957,8,12,74
1957,8,19,71
1957,8,26,55
1957,9,2,48
1957,9,9,42
1957,9,16,20
1957,9,23,27
1957,9,30,13
1957,10,7,7
1957,10,14,9
1957,10,21,6
1957,10,28,8
1957,11,4,18
1957,11,11,10
1957,11,18,18
1957,11,25,20
1957,12,2,22
1957,12,9,24
1957,12,16,26
1957,12,23,24
1957,12,31,44
1958,1,6,45
1958,1,13,26
1958,1,20,23
1958,1,27,31
1958,2,3,53
1958,2,10,58
1958,2,17,60
1958,2,24,161
1958,3,2,128
1958,3,9,179
1958,3,16,159
1958,3,23,153
1958,3,30,164
1958,4,6,150
1958,4,13,150
1958,4,20,154
1958,4,27,150
1958,5,3,125
1958,5,10,140
1958,5,17,115
1958,5,24,189
1958,5,31,131
1958,6,7,185
1958,6,14,169
1958,6,21,237
1958,6,28,218
1958,7,4,263
1958,7,11,300
1958,7,18,253
1958,7,25,257
1958,8,1,241
1958,8,8,196
1958,8,15,166
1958,8,22,129
1958,8,29,73
1958,9,4,74
1958,9,11,61
1958,9,18,50
1958,9,25,41
1958,10,2,56
1958,10,9,70
1958,10,16,53
1958,10,23,108
1958,10,30,79
1958,11,5,101
1958,11,12,138
1958,11,19,128
1958,11,26,109
1958,12,3,136
1958,12,10,143
1958,12,17,233
1958,12,24,117
1958,12,31,360
1959,1,7,296
1959,1,14,277
1959,1,21,189
1959,1,28,226
1959,2,4,217
1959,2,11,213
1959,2,18,252
1959,2,25,252
1959,3,4,165
1959,3,11,103
1959,3,18,169
1959,3,25,140
1959,4,1,188
1959,4,8,157
1959,4,15,143
1959,4,22,115
1959,4,29,150
1959,5,6,96
1959,5,13,157
1959,5,20,147
1959,5,27,141
1959,6,3,154
1959,6,10,127
1959,6,17,161
1959,6,24,141
1959,7,1,139
1959,7,8,130
1959,7,15,164
1959,7,22,110
1959,7,29,91
1959,8,5,72
1959,8,12,69
1959,8,19,41
1959,8,26,42
1959,9,2,40
1959,9,9,28
1959,9,16,14
1959,9,23,22
1959,9,30,24
1959,10,7,37
1959,10,14,39
1959,10,21,56
1959,10,28,94
1959,11,4,69
1959,11,11,82
1959,11,18,66
1959,11,25,85
1959,12,2,83
1959,12,9,84
1959,12,16,71
1959,12,23,37
1959,12,31,78
1960,1,7,51
1960,1,14,66
1960,1,21,46
1960,1,28,61
1960,2,4,55
1960,2,11,66
1960,2,18,141
1960,2,25,78
1960,3,3,136
1960,3,10,134
1960,3,17,147
1960,3,24,137
1960,3,31,188
1960,4,7,218
1960,4,14,191
1960,4,21,150
1960,4,28,222
1960,5,5,123
1960,5,12,159
1960,5,19,210
1960,5,26,188
1960,6,2,291
1960,6,9,221
1960,6,16,383
1960,6,23,234
1960,6,30,294
1960,7,7,292
1960,7,14,256
1960,7,21,254
1960,7,28,210
1960,8,4,208
1960,8,11,180
1960,8,18,128
1960,8,25,119
1960,9,1,92
1960,9,8,63
1960,9,15,63
1960,9,22,79
1960,9,29,91
1960,10,6,82
1960,10,13,152
1960,10,20,136
1960,10,27,151
1960,11,3,259
1960,11,10,200
1960,11,17,221
1960,11,24,229
1960,12,1,221
1960,12,8,250
1960,12,15,234
1960,12,22,249
1960,12,31,219
1961,1,7,283
1961,1,14,255
1961,1,21,228
1961,1,28,161
1961,2,4,142
1961,2,11,179
1961,2,18,211
1961,2,25,152
1961,3,4,199
1961,3,11,171
1961,3,18,132
1961,3,25,136
1961,4,1,157
1961,4,8,145
1961,4,15,200
1961,4,22,145
1961,4,29,113
1961,5,6,74
1961,5,13,128
1961,5,20,114
1961,5,27,111
1961,6,3,161
1961,6,10,137
1961,6,17,184
1961,6,24,177
1961,7,1,162
1961,7,8,195
1961,7,15,163
1961,7,22,155
1961,7,29,139
1961,8,5,135
1961,8,12,77
1961,8,19,72
1961,8,26,49
1961,9,2,51
1961,9,9,38
1961,9,16,22
1961,9,23,23
1961,9,30,20
1961,10,7,19
1961,10,14,16
1961,10,21,12
1961,10,28,17
1961,11,4,15
1961,11,11,9
1961,11,18,9
1961,11,25,7
1961,12,2,4
1961,12,9,11
1961,12,16,16
1961,12,23,5
1961,12,31,9
1962,1,7,9
1962,1,14,7
1962,1,21,21
1962,1,28,22
1962,2,4,13
1962,2,11,20
1962,2,18,18
1962,2,25,34
1962,3,4,20
1962,3,11,29
1962,3,18,22
1962,3,25,48
1962,4,1,59
1962,4,8,64
1962,4,15,37
1962,4,22,49
1962,4,29,43
1962,5,6,47
1962,5,13,22
1962,5,20,37
1962,5,27,34
1962,6,3,38
1962,6,10,48
1962,6,17,42
1962,6,24,75
1962,7,1,69
1962,7,8,105
1962,7,15,128
1962,7,22,217
1962,7,29,184
1962,8,5,214
1962,8,12,260
1962,8,19,294
1962,8,26,217
1962,9,2,166
1962,9,9,198
1962,9,16,83
1962,9,23,115
1962,9,30,126
1962,10,7,224
1962,10,14,265
1962,10,21,393
1962,10,28,567
1962,11,4,592
1962,11,11,657
1962,11,18,725
1962,11,25,645
1962,12,2,813
1962,12,9,730
1962,12,16,632
1962,12,23,564
1962,12,31,402
1963,1,7,646
1963,1,14,537
1963,1,21,313
1963,1,28,226
1963,2,4,180
1963,2,11,188
1963,2,18,158
1963,2,25,156
1963,3,4,88
1963,3,11,82
1963,3,18,68
1963,3,25,65
1963,4,1,54
1963,4,8,52
1963,4,15,55
1963,4,22,68
1963,4,29,46
1963,5,6,90
1963,5,13,49
1963,5,20,52
1963,5,27,59
1963,6,3,59
1963,6,10,33
1963,6,17,51
1963,6,24,58
1963,7,1,59
1963,7,8,53
1963,7,15,46
1963,7,22,57
1963,7,29,46
1963,8,5,53
1963,8,12,34
1963,8,19,37
1963,8,26,37
1963,9,2,30
1963,9,9,28
1963,9,16,36
1963,9,23,27
1963,9,30,29
1963,10,7,37
1963,10,14,43
1963,10,21,61
1963,10,28,62
1963,11,4,59
1963,11,11,60
1963,11,18,67
1963,11,25,84
1963,12,2,91
1963,12,9,100
1963,12,16,113
1963,12,23,123
1963,12,31,75
1964,1,6,165
1964,1,13,166
1964,1,20,121
1964,1,27,113
1964,2,3,124
1964,2,10,143
1964,2,17,173
1964,2,24,200
1964,3,1,257
1964,3,8,204
1964,3,15,209
1964,3,22,307
1964,3,29,196
1964,4,5,216
1964,4,12,238
1964,4,19,151
1964,4,26,174
1964,5,2,127
1964,5,9,146
1964,5,16,141
1964,5,23,171
1964,5,30,154
1964,6,6,160
1964,6,13,213
1964,6,20,216
1964,6,27,236
1964,7,3,278
1964,7,10,237
1964,7,17,149
1964,7,24,190
1964,7,31,256
1964,8,7,109
1964,8,14,87
1964,8,21,81
1964,8,28,73
1964,9,3,63
1964,9,10,33
1964,9,17,19
1964,9,24,28
1964,10,1,54
1964,10,8,30
1964,10,15,45
1964,10,22,58
1964,10,29,53
1964,11,4,48
1964,11,11,53
1964,11,18,69
1964,11,25,61
1964,12,2,99
1964,12,9,47
1964,12,16,64
1964,12,23,48
1964,12,31,161
1965,1,7,78
1965,1,14,128
1965,1,21,92
1965,1,28,119
1965,2,4,84
1965,2,11,120
1965,2,18,164
1965,2,25,149
1965,3,4,156
1965,3,11,115
1965,3,18,116
1965,3,25,118
1965,4,1,149
1965,4,8,106
1965,4,15,85
1965,4,22,105
1965,4,29,125
1965,5,6,108
1965,5,13,122
1965,5,20,101
1965,5,27,162
1965,6,3,168
1965,6,10,152
1965,6,17,170
1965,6,24,196
1965,7,1,206
1965,7,8,209
1965,7,15,222
1965,7,22,266
1965,7,29,224
1965,8,5,187
1965,8,12,148
1965,8,19,105
1965,8,26,93
1965,9,2,106
1965,9,9,87
1965,9,16,74
1965,9,23,110
1965,9,30,69
1965,10,7,129
1965,10,14,104
1965,10,21,150
1965,10,28,98
1965,11,4,118
1965,11,11,184
1965,11,18,161
1965,11,25,174
1965,12,2,177
1965,12,9,179
1965,12,16,210
1965,12,23,154
1965,12,31,213
1966,1,7,223
1966,1,14,206
1966,1,21,213
1966,1,28,166
1966,2,4,166
1966,2,11,180
1966,2,18,120
1966,2,25,147
1966,3,4,114
1966,3,11,92
1966,3,18,127
1966,3,25,116
1966,4,1,111
1966,4,8,119
1966,4,15,77
1966,4,22,134
1966,4,29,100
1966,5,6,107
1966,5,13,92
1966,5,20,66
1966,5,27,87
1966,6,3,64
1966,6,10,91
1966,6,17,94
1966,6,24,42
1966,7,1,59
1966,7,8,67
1966,7,15,59
1966,7,22,68
1966,7,29,61
1966,8,5,73
1966,8,12,55
1966,8,19,53
1966,8,26,73
1966,9,2,29
1966,9,9,40
1966,9,16,28
1966,9,23,40
1966,9,30,41
1966,10,7,58
1966,10,14,40
1966,10,21,65
1966,10,28,64
1966,11,4,80
1966,11,11,94
1966,11,18,106
1966,11,25,97
1966,12,2,148
1966,12,9,125
1966,12,16,122
1966,12,23,147
1966,12,31,148
1967,1,7,204
1967,1,14,212
1967,1,21,131
1967,1,28,177
1967,2,4,165
1967,2,11,198
1967,2,18,246
1967,2,25,307
1967,3,4,265
1967,3,11,278
1967,3,18,257
1967,3,25,194
1967,4,1,226
1967,4,8,216
1967,4,15,197
1967,4,22,188
1967,4,29,134
1967,5,6,130
1967,5,13,92
1967,5,20,126
1967,5,27,138
1967,6,3,94
1967,6,10,130
1967,6,17,110
1967,6,24,136
1967,7,1,128
1967,7,8,128
1967,7,15,112
1967,7,22,138
1967,7,29,102
1967,8,5,96
1967,8,12,60
1967,8,19,66
1967,8,26,45
1967,9,2,30
1967,9,9,39
1967,9,16,29
1967,9,23,11
1967,9,30,19
1967,10,7,19
1967,10,14,14
1967,10,21,11
1967,10,28,7
1967,11,4,24
1967,11,11,18
1967,11,18,11
1967,11,25,24
1967,12,2,11
1967,12,9,14
1967,12,16,14
1967,12,23,11
1967,12,31,36
1968,1,6,34
1968,1,13,17
1968,1,20,13
1968,1,27,19
1968,2,3,32
1968,2,10,15
1968,2,17,32
1968,2,24,35
1968,3,1,33
1968,3,8,50
1968,3,15,59
1968,3,22,40
1968,3,29,54
1968,4,5,51
1968,4,12,38
1968,4,19,46
1968,4,26,43
1968,5,2,49
1968,5,9,44
1968,5,16,60
1968,5,23,90
1968,5,30,151
1968,6,6,147
1968,6,13,186
1968,6,20,164
1968,6,27,220
1968,7,3,266
1968,7,10,226
1968,7,17,318
1968,7,24,270
1968,7,31,262
1968,8,7,217
1968,8,14,186
1968,8,21,115
1968,8,28,115
1968,9,3,70
1968,9,10,72
1968,9,17,50
1968,9,24,41
1968,10,1,81
1968,10,8,66
1968,10,15,39
1968,10,22,51
1968,10,29,46
1968,11,4,32
1968,11,11,41
1968,11,18,21
1968,11,25,33
1968,12,2,19
1968,12,9,30
1968,12,16,9
1968,12,23,14
1968,12,31,21
1969,1,7,18
1969,1,14,7
1969,1,21,15
1969,1,28,3
1969,2,4,24
1969,2,11,12
1969,2,18,5
1969,2,25,5
1969,3,4,9
1969,3,11,11
1969,3,18,8
1969,3,25,8
1969,4,1,20
1969,4,8,10
1969,4,15,14
1969,4,22,14
1969,4,29,6
1969,5,6,7
1969,5,13,10
1969,5,20,7
1969,5,27,4
1969,6,3,4
1969,6,10,7
1969,6,17,7
1969,6,24,4
1969,7,1,11
1969,7,8,21
1969,7,15,20
1969,7,22,30
1969,7,29,37
1969,8,5,36
1969,8,12,15
1969,8,19,16
1969,8,26,13
1969,9,2,15
1969,9,9,5
1969,9,16,12
1969,9,23,20
1969,9,30,28
1969,10,7,17
1969,10,14,32
1969,10,21,30
1969,10,28,25
1969,11,4,39
1969,11,11,21
1969,11,18,55
1969,11,25,49
1969,12,2,47
1969,12,9,60
1969,12,16,87
1969,12,23,51
1969,12,31,112
1970,1,7,105
1970,1,14,86
1970,1,21,71
1970,1,28,112
1970,2,4,182
1970,2,11,193
1970,2,18,227
1970,2,25,352
1970,3,4,217
1970,3,11,290
1970,3,18,313
1970,3,25,284
1970,4,1,378
1970,4,8,315
1970,4,15,270
1970,4,22,271
1970,4,29,196
1970,5,6,220
1970,5,13,194
1970,5,20,208
1970,5,27,205
1970,6,3,192
1970,6,10,198
1970,6,17,271
1970,6,24,145
1970,7,1,184
1970,7,8,137
1970,7,15,165
1970,7,22,116
1970,7,29,94
1970,8,5,119
1970,8,12,70
1970,8,19,57
1970,8,26,63
1970,9,2,38
1970,9,9,35
1970,9,16,27
1970,9,23,20
1970,9,30,28
1970,10,7,23
1970,10,14,24
1970,10,21,24
1970,10,28,35
1970,11,4,43
1970,11,11,33
1970,11,18,44
1970,11,25,44
1970,12,2,24
1970,12,9,36
1970,12,16,35
1970,12,23,36
1970,12,31,37
1971,1,7,39
1971,1,14,26
1971,1,21,16
1971,1,28,0
1971,2,4,6
1971,2,11,3
1971,2,18,3
1971,2,25,2
1971,3,4,0
1971,3,11,36
1971,3,18,41
1971,3,25,7
1971,4,1,21
1971,4,8,17
1971,4,15,5
1971,4,22,21
1971,4,29,18
1971,5,6,15
1971,5,13,20
1971,5,20,15
1971,5,27,7
1971,6,3,15
1971,6,10,23
1971,6,17,5
1971,6,24,5
1971,7,1,16
1971,7,8,14
1971,7,15,10
1971,7,22,5
1971,7,29,10
1971,8,5,11
1971,8,12,9
1971,8,19,14
1971,8,26,9
1971,9,2,5
1971,9,9,4
1971,9,16,6
1971,9,23,5
1971,9,30,5
1971,10,7,3
1971,10,14,3
1971,10,21,8
1971,10,28,5
1971,11,4,2
1971,11,11,2
1971,11,18,11
1971,11,25,2
1971,12,2,7
1971,12,9,12
1971,12,16,10
1971,12,23,10
1971,12,31,4
1972,1,7,6
1972,1,14,9
1972,1,21,15
1972,1,28,10
1972,2,4,13
1972,2,11,12
1972,2,18,15
1972,2,25,11
1972,3,3,35
1972,3,10,36
1972,3,17,48
1972,3,24,40
1972,3,31,64
1972,4,7,39
1972,4,14,81
1972,4,21,42
1972,4,28,31
1972,5,5,25
1972,5,12,59
1972,5,19,41
1972,5,26,86
1972,6,2,98
1972,6,9,80
1972,6,16,100
1972,6,23,90
1972,6,30,70
1972,7,7,111
1972,7,14,81
1972,7,21,131
1972,7,28,116
1972,8,4,133
1972,8,11,122
